pago_id,monto,fecha,id_usuario,id_proveedor,id_videojuego
5288,2970,2021-11-23 00:00:00,149,5,124
5616,40755,2020-09-20 00:00:00,134,3,127
4694,40755,2021-05-24 00:00:00,27,3,127
3999,40755,2020-12-22 00:00:00,77,3,127
5048,40755,2020-04-18 00:00:00,121,3,127
5553,37050,2021-08-20 00:00:00,38,3,127
4666,37050,2021-01-17 00:00:00,142,3,127
5112,40755,2021-06-16 00:00:00,83,3,127
3690,37050,2021-01-05 00:00:00,97,3,127
6118,28500,2021-07-14 00:00:00,140,4,127
4199,28500,2021-08-05 00:00:00,93,4,127
4288,28500,2021-05-26 00:00:00,79,4,127
5628,28500,2020-03-11 00:00:00,131,4,127
5651,31350,2021-01-06 00:00:00,86,4,127
5130,31350,2020-01-14 00:00:00,28,4,127
4011,28500,2020-04-18 00:00:00,89,4,127
5762,31350,2021-02-20 00:00:00,80,4,127
5991,28500,2020-09-18 00:00:00,98,4,127
5361,31350,2020-06-04 00:00:00,92,4,127
5413,34200,2020-04-17 00:00:00,136,5,127
3872,37620,2021-11-16 00:00:00,146,5,127
4233,34200,2020-08-03 00:00:00,143,5,127
5060,37620,2020-06-07 00:00:00,82,5,127
5584,34200,2020-08-05 00:00:00,36,5,127
6313,37620,2020-12-28 00:00:00,76,5,127
4968,37620,2021-11-11 00:00:00,111,5,127
4584,34200,2021-01-25 00:00:00,126,5,127
3658,37600,2020-09-04 00:00:00,9,3,128
5406,37600,2021-01-14 00:00:00,84,3,128
4744,37600,2020-03-07 00:00:00,124,3,128
4662,37600,2021-04-02 00:00:00,142,3,128
3946,37600,2021-05-08 00:00:00,99,3,128
6363,47000,2021-09-18 00:00:00,100,4,128
6092,47000,2020-01-27 00:00:00,78,4,128
5873,47000,2020-12-13 00:00:00,45,4,128
4437,47000,2020-05-09 00:00:00,81,4,128
5817,47000,2020-01-21 00:00:00,30,4,128
5033,47000,2020-09-03 00:00:00,121,4,128
6023,47000,2021-08-05 00:00:00,138,4,128
4230,61100,2020-08-23 00:00:00,143,5,128
6213,61100,2020-09-03 00:00:00,135,5,128
3721,61100,2020-02-29 00:00:00,97,5,128
5752,61100,2020-07-26 00:00:00,80,5,128
4467,61100,2020-05-15 00:00:00,11,5,128
5174,61100,2020-08-15 00:00:00,85,5,128
4590,61100,2021-08-15 00:00:00,126,5,128
3677,61100,2021-12-02 00:00:00,109,5,128
5063,61100,2021-08-18 00:00:00,82,5,128
6191,48500,2020-01-28 00:00:00,135,1,132
5907,48500,2021-01-23 00:00:00,69,1,132
5694,48500,2020-03-29 00:00:00,139,1,132
3917,48500,2020-11-03 00:00:00,127,1,132
4952,48500,2021-06-04 00:00:00,128,1,132
6046,48500,2021-05-19 00:00:00,113,1,132
4347,48500,2021-03-22 00:00:00,148,1,132
4790,48500,2020-04-20 00:00:00,150,1,132
3582,48500,2020-05-11 00:00:00,104,1,132
5044,33950,2020-07-27 00:00:00,121,2,132
5930,33950,2020-12-25 00:00:00,46,2,132
6110,33950,2021-04-08 00:00:00,140,2,132
4373,33950,2021-03-21 00:00:00,23,2,132
4510,33950,2020-10-21 00:00:00,74,2,132
3633,33950,2020-12-24 00:00:00,9,2,132
4906,33950,2020-09-22 00:00:00,47,2,132
4944,16335,2020-11-10 00:00:00,128,1,231
5440,16335,2020-12-21 00:00:00,136,1,231
4017,14850,2020-11-08 00:00:00,89,1,231
4071,14850,2021-10-01 00:00:00,137,1,231
4911,14850,2020-12-28 00:00:00,47,1,231
4159,14850,2021-08-04 00:00:00,112,1,231
6274,16335,2020-07-16 00:00:00,132,1,231
5337,16335,2020-03-27 00:00:00,13,1,231
6258,16335,2020-09-16 00:00:00,95,1,231
6131,14850,2021-11-05 00:00:00,129,1,231
4955,14850,2021-10-05 00:00:00,114,1,231
5329,21450,2021-01-23 00:00:00,32,3,231
4808,23595,2020-07-28 00:00:00,150,3,231
3993,23595,2020-01-27 00:00:00,77,3,231
5046,23595,2021-07-20 00:00:00,121,3,231
5080,23595,2021-02-25 00:00:00,82,3,231
3585,23595,2020-10-20 00:00:00,104,3,231
5304,23595,2020-11-09 00:00:00,149,3,231
5640,23595,2021-10-24 00:00:00,131,3,231
4407,23595,2021-03-20 00:00:00,110,3,231
6222,21450,2020-09-27 00:00:00,135,3,231
5960,23595,2020-09-27 00:00:00,44,3,231
5623,21450,2020-05-04 00:00:00,134,3,231
4280,21450,2020-12-31 00:00:00,79,3,231
3767,18150,2021-04-08 00:00:00,116,4,231
5765,18150,2020-01-08 00:00:00,80,4,231
4884,18150,2021-10-05 00:00:00,103,4,231
5536,16500,2021-07-24 00:00:00,38,4,231
4439,16500,2021-10-03 00:00:00,81,4,231
5675,16500,2020-04-15 00:00:00,12,4,231
4194,16500,2021-04-02 00:00:00,93,4,231
6137,36450,2021-12-09 00:00:00,129,1,233
6202,36450,2021-04-07 00:00:00,135,1,233
3495,36450,2021-04-14 00:00:00,102,1,233
4023,36450,2020-02-25 00:00:00,89,1,233
5372,36450,2021-05-24 00:00:00,35,1,233
5439,36450,2020-07-30 00:00:00,136,1,233
3614,36450,2020-03-05 00:00:00,115,3,233
4660,36450,2020-06-24 00:00:00,142,3,233
5636,36450,2021-04-15 00:00:00,131,3,233
6099,36450,2021-06-22 00:00:00,78,3,233
3547,36450,2020-02-16 00:00:00,145,3,233
4709,36450,2021-07-31 00:00:00,133,3,233
6348,36450,2021-01-19 00:00:00,100,3,233
4645,36450,2020-08-27 00:00:00,106,3,233
4275,36450,2020-07-05 00:00:00,79,3,233
4868,36450,2020-04-27 00:00:00,103,3,233
5958,36450,2020-12-12 00:00:00,44,3,233
6058,40500,2021-10-19 00:00:00,113,4,233
5129,40500,2020-01-10 00:00:00,28,4,233
5503,40500,2020-01-09 00:00:00,91,4,233
4930,40500,2020-09-19 00:00:00,47,4,233
5008,40500,2021-03-16 00:00:00,87,4,233
3738,40500,2020-08-02 00:00:00,108,4,233
4969,44550,2020-10-12 00:00:00,111,5,233
5606,44550,2021-04-25 00:00:00,134,5,233
4169,44550,2020-05-21 00:00:00,112,5,233
6174,44550,2020-05-28 00:00:00,130,5,233
5750,44550,2021-08-10 00:00:00,80,5,233
6114,44550,2020-04-10 00:00:00,140,5,233
5768,17100,2020-08-10 00:00:00,10,1,247
5438,17100,2021-08-22 00:00:00,136,1,247
4559,17100,2021-01-24 00:00:00,117,1,247
6301,17100,2020-04-06 00:00:00,94,1,247
5910,17100,2020-08-04 00:00:00,69,1,247
4577,20900,2021-09-02 00:00:00,126,2,247
4416,20900,2021-08-16 00:00:00,110,2,247
6104,20900,2020-01-14 00:00:00,140,2,247
4502,20900,2021-09-21 00:00:00,74,2,247
6066,20900,2020-08-30 00:00:00,113,2,247
4091,20900,2021-08-25 00:00:00,137,2,247
3896,20900,2020-04-11 00:00:00,127,2,247
3717,20900,2020-02-21 00:00:00,97,2,247
3730,20900,2021-10-11 00:00:00,108,2,247
5041,20900,2020-11-15 00:00:00,121,2,247
5658,20900,2021-11-13 00:00:00,86,2,247
4378,20900,2021-04-06 00:00:00,23,2,247
5261,20900,2020-05-12 00:00:00,88,2,247
4688,20900,2021-05-27 00:00:00,27,3,247
5953,20900,2021-01-26 00:00:00,44,3,247
4740,20900,2020-03-02 00:00:00,124,3,247
4030,20900,2021-12-10 00:00:00,89,3,247
4668,20900,2021-07-10 00:00:00,142,3,247
4000,20900,2021-07-11 00:00:00,77,3,247
5335,20900,2021-10-05 00:00:00,32,3,247
6028,19000,2020-07-11 00:00:00,138,4,247
5578,19000,2021-11-28 00:00:00,36,4,247
4627,19000,2021-09-06 00:00:00,106,4,247
4196,19000,2020-04-18 00:00:00,93,4,247
5667,19000,2020-01-28 00:00:00,12,4,247
3649,19000,2021-08-28 00:00:00,9,4,247
4096,19000,2021-07-14 00:00:00,40,4,247
3805,19000,2021-08-28 00:00:00,107,4,247
4359,19000,2020-12-10 00:00:00,148,4,247
5354,19000,2020-09-14 00:00:00,92,4,247
5502,19000,2020-02-23 00:00:00,91,4,247
4173,19000,2021-01-25 00:00:00,112,5,247
5173,19000,2021-08-28 00:00:00,85,5,247
4038,19000,2021-03-02 00:00:00,96,5,247
3638,62150,2020-02-17 00:00:00,9,2,327
4371,62150,2021-08-22 00:00:00,23,2,327
3985,62150,2021-03-17 00:00:00,77,2,327
5849,62150,2021-09-29 00:00:00,45,2,327
5510,62150,2021-04-01 00:00:00,38,2,327
3586,62150,2020-07-05 00:00:00,115,2,327
6266,62150,2021-03-19 00:00:00,95,2,327
6100,62150,2020-07-28 00:00:00,140,2,327
4826,62150,2021-04-26 00:00:00,150,2,327
6331,62150,2020-04-10 00:00:00,76,2,327
5357,56500,2021-07-09 00:00:00,92,4,327
4756,56500,2021-05-07 00:00:00,124,4,327
5582,56500,2020-09-29 00:00:00,36,4,327
5797,56500,2020-01-30 00:00:00,119,4,327
4462,56500,2020-03-17 00:00:00,11,4,327
4553,56500,2021-04-27 00:00:00,117,4,327
3492,57200,2020-12-19 00:00:00,102,1,343
5695,57200,2021-07-18 00:00:00,139,1,343
6260,57200,2020-01-12 00:00:00,95,1,343
5102,46800,2021-07-10 00:00:00,83,2,343
5512,46800,2020-03-18 00:00:00,38,2,343
3647,46800,2021-04-16 00:00:00,9,2,343
5851,46800,2021-10-08 00:00:00,45,2,343
6106,46800,2020-10-22 00:00:00,140,2,343
4775,46800,2020-06-05 00:00:00,64,2,343
4092,46800,2020-07-11 00:00:00,137,2,343
4266,46800,2021-11-09 00:00:00,79,2,343
4908,46800,2020-11-23 00:00:00,47,2,343
4051,46800,2021-02-14 00:00:00,96,2,343
3718,46800,2020-02-15 00:00:00,97,2,343
3897,46800,2020-08-05 00:00:00,127,2,343
4560,52000,2020-02-08 00:00:00,117,3,343
4226,52000,2021-02-23 00:00:00,143,3,343
3998,52000,2021-11-15 00:00:00,77,3,343
4813,52000,2021-03-31 00:00:00,150,3,343
4695,52000,2021-03-05 00:00:00,27,3,343
5349,52000,2020-09-08 00:00:00,13,4,343
6057,52000,2020-09-26 00:00:00,113,4,343
4685,52000,2020-01-24 00:00:00,142,4,343
6286,52000,2020-02-29 00:00:00,94,4,343
5753,46800,2021-02-07 00:00:00,80,5,343
4967,46800,2020-06-29 00:00:00,111,5,343
5423,46800,2021-11-27 00:00:00,136,5,343
5066,46800,2021-09-07 00:00:00,82,5,343
4992,46800,2021-04-19 00:00:00,87,5,343
5884,47000,2021-11-16 00:00:00,45,6,358
5972,47000,2021-12-11 00:00:00,44,6,358
5150,47000,2021-07-13 00:00:00,28,6,358
5179,47000,2021-06-23 00:00:00,85,6,358
6237,47000,2021-10-19 00:00:00,135,6,358
3578,47000,2020-08-22 00:00:00,104,6,358
3791,47000,2021-04-13 00:00:00,107,6,358
3878,47000,2020-06-02 00:00:00,146,6,358
4833,47000,2021-08-29 00:00:00,150,6,358
4595,47000,2020-01-14 00:00:00,126,6,358
5464,47000,2020-06-18 00:00:00,136,6,358
3890,47000,2021-07-07 00:00:00,127,6,358
3973,47000,2021-01-09 00:00:00,125,6,358
3622,47000,2020-09-14 00:00:00,122,6,358
6082,47000,2021-05-22 00:00:00,78,6,358
6158,47000,2020-06-27 00:00:00,129,6,358
4328,47000,2021-10-23 00:00:00,41,6,358
5689,47000,2020-10-21 00:00:00,12,6,358
4676,47000,2020-10-09 00:00:00,142,6,358
5275,47000,2020-01-26 00:00:00,88,6,358
3708,47000,2021-03-26 00:00:00,97,6,358
4736,47000,2020-06-20 00:00:00,124,6,358
5291,47000,2021-05-30 00:00:00,149,6,358
4368,47000,2020-07-07 00:00:00,23,6,358
6033,47000,2020-07-05 00:00:00,138,6,358
4187,47000,2020-12-01 00:00:00,112,6,358
3602,47000,2021-02-01 00:00:00,115,6,358
4710,47000,2021-07-16 00:00:00,133,6,358
4922,47000,2021-08-04 00:00:00,47,6,358
4543,47000,2021-06-27 00:00:00,117,6,358
5385,47000,2020-10-16 00:00:00,35,6,358
5644,47000,2021-07-05 00:00:00,131,6,358
5548,47000,2020-10-29 00:00:00,38,6,358
3652,47000,2021-06-02 00:00:00,9,6,358
4214,47000,2020-02-06 00:00:00,93,6,358
5742,47000,2021-05-29 00:00:00,80,6,358
4766,47000,2020-01-12 00:00:00,64,6,358
4244,47000,2021-02-11 00:00:00,143,6,358
4190,24500,2020-02-17 00:00:00,93,4,379
4394,26950,2021-11-15 00:00:00,23,4,379
5676,24500,2020-09-23 00:00:00,12,4,379
5340,26950,2021-02-13 00:00:00,13,4,379
4609,26950,2020-09-02 00:00:00,120,4,379
5280,24500,2021-11-27 00:00:00,88,4,379
5527,26950,2020-05-20 00:00:00,38,4,379
4086,24500,2021-08-10 00:00:00,137,4,379
5779,24500,2020-06-04 00:00:00,10,4,379
3691,10000,2020-02-02 00:00:00,97,3,427
3994,10000,2021-10-05 00:00:00,77,3,427
6219,10000,2021-09-08 00:00:00,135,3,427
4281,10000,2020-12-19 00:00:00,79,3,427
4094,10000,2020-07-03 00:00:00,137,3,427
3962,10000,2021-06-18 00:00:00,125,3,427
5271,10000,2020-08-29 00:00:00,88,3,427
4696,10000,2020-08-05 00:00:00,27,3,427
4450,10000,2021-10-24 00:00:00,11,3,427
4974,10000,2020-04-27 00:00:00,111,3,427
5948,10000,2020-01-30 00:00:00,44,3,427
3661,10000,2021-07-08 00:00:00,9,3,427
4667,10000,2021-06-07 00:00:00,142,3,427
5990,12500,2020-09-25 00:00:00,98,4,427
5633,12500,2021-03-09 00:00:00,131,4,427
6366,12500,2020-04-02 00:00:00,100,4,427
5917,8750,2020-10-10 00:00:00,144,6,427
5880,8750,2020-01-13 00:00:00,45,6,427
5465,8750,2020-03-19 00:00:00,19,6,427
3837,8750,2021-06-10 00:00:00,101,6,427
4188,8750,2021-03-21 00:00:00,112,6,427
5151,8750,2020-05-10 00:00:00,28,6,427
6040,8750,2021-08-20 00:00:00,138,6,427
3566,8750,2020-03-29 00:00:00,104,6,427
5593,8750,2020-06-13 00:00:00,36,6,427
3592,8750,2021-03-26 00:00:00,115,6,427
6156,8750,2021-03-22 00:00:00,129,6,427
5683,8750,2020-08-24 00:00:00,12,6,427
4712,8750,2020-11-20 00:00:00,133,6,427
5486,8750,2021-10-27 00:00:00,91,6,427
6317,8750,2021-07-17 00:00:00,76,6,427
5462,8750,2020-02-02 00:00:00,136,6,427
4769,8750,2020-10-07 00:00:00,64,6,427
5004,8750,2020-01-30 00:00:00,87,6,427
4007,8750,2020-03-26 00:00:00,89,6,427
5741,8750,2020-05-21 00:00:00,80,6,427
5302,8750,2021-06-07 00:00:00,149,6,427
3794,8750,2021-11-11 00:00:00,107,6,427
3508,8750,2020-03-26 00:00:00,102,6,427
6083,8750,2020-07-05 00:00:00,78,6,427
5544,8750,2021-01-18 00:00:00,38,6,427
4633,8750,2021-01-27 00:00:00,106,6,427
5189,8750,2020-10-07 00:00:00,85,6,427
4238,8750,2021-10-26 00:00:00,143,6,427
4143,8750,2020-01-07 00:00:00,54,6,427
3780,8750,2021-08-02 00:00:00,116,6,427
4540,8750,2021-04-21 00:00:00,117,6,427
4727,8750,2020-11-16 00:00:00,124,6,427
5381,8750,2021-07-04 00:00:00,35,6,427
4524,8750,2020-06-19 00:00:00,74,6,427
5799,8750,2020-06-15 00:00:00,30,6,427
5778,17500,2020-11-15 00:00:00,10,4,431
4396,17500,2020-09-11 00:00:00,23,4,431
4932,17500,2021-01-16 00:00:00,47,4,431
6234,17500,2021-12-03 00:00:00,135,4,431
5984,17500,2020-12-22 00:00:00,98,4,431
5822,17500,2021-10-09 00:00:00,147,4,431
5451,17500,2021-11-24 00:00:00,136,4,431
4754,17500,2021-09-25 00:00:00,124,4,431
5780,52800,2020-01-04 00:00:00,10,4,434
3735,52800,2020-08-31 00:00:00,108,4,434
3701,48000,2020-05-19 00:00:00,97,4,434
5664,48000,2021-05-22 00:00:00,12,4,434
5200,48000,2020-04-14 00:00:00,90,4,434
5009,48000,2021-03-05 00:00:00,87,4,434
5125,48000,2021-08-05 00:00:00,28,4,434
3770,48000,2020-06-23 00:00:00,116,4,434
3538,33600,2020-12-07 00:00:00,22,5,434
4606,33600,2020-03-24 00:00:00,120,5,434
4583,33600,2021-10-09 00:00:00,126,5,434
5420,36960,2020-04-04 00:00:00,136,5,434
5206,36960,2020-10-24 00:00:00,123,5,434
6178,36960,2020-01-18 00:00:00,130,5,434
5613,33600,2020-06-05 00:00:00,134,5,434
4148,60000,2021-10-22 00:00:00,54,1,472
5256,60000,2020-10-10 00:00:00,88,1,472
3532,60000,2020-01-12 00:00:00,22,1,472
5161,60000,2020-10-25 00:00:00,28,1,472
4957,60000,2020-07-03 00:00:00,114,1,472
3607,66000,2020-10-05 00:00:00,115,1,472
4795,60000,2020-03-03 00:00:00,150,1,472
5523,60000,2020-12-06 00:00:00,38,1,472
5857,60000,2021-03-16 00:00:00,45,1,472
4157,66000,2020-04-26 00:00:00,112,1,472
5912,66000,2020-11-30 00:00:00,69,1,472
5821,42000,2021-02-24 00:00:00,147,2,472
3860,42000,2021-10-04 00:00:00,146,2,472
6001,46200,2021-03-29 00:00:00,98,2,472
4701,46200,2021-10-11 00:00:00,133,2,472
3828,46200,2020-03-31 00:00:00,101,2,472
4386,42000,2020-06-14 00:00:00,23,2,472
4270,46200,2021-02-20 00:00:00,79,2,472
5098,42000,2021-02-13 00:00:00,83,2,472
4784,46200,2020-05-29 00:00:00,64,2,472
3639,46200,2020-04-27 00:00:00,9,2,472
5934,46200,2021-11-14 00:00:00,46,2,472
4316,60000,2021-01-16 00:00:00,105,4,472
5669,66000,2020-08-10 00:00:00,12,4,472
4881,66000,2020-03-25 00:00:00,103,4,472
5804,66000,2020-05-07 00:00:00,30,4,472
5715,60000,2020-09-30 00:00:00,139,4,472
6144,66000,2020-06-03 00:00:00,129,4,472
5452,66000,2021-06-26 00:00:00,136,4,472
5774,60000,2020-03-02 00:00:00,10,4,472
5353,60000,2021-08-17 00:00:00,92,4,472
4751,66000,2021-01-20 00:00:00,124,5,472
5285,66000,2020-04-07 00:00:00,149,5,472
5747,60000,2021-05-10 00:00:00,80,5,472
3932,60000,2021-07-03 00:00:00,99,5,472
4430,66000,2021-11-10 00:00:00,81,1,478
5366,66000,2021-01-04 00:00:00,35,1,478
5706,66000,2020-04-11 00:00:00,139,1,478
4013,66000,2021-05-01 00:00:00,89,1,478
4916,66000,2020-05-13 00:00:00,47,1,478
4610,66000,2021-02-27 00:00:00,120,1,478
4074,66000,2021-05-04 00:00:00,137,1,478
6298,66000,2021-06-29 00:00:00,94,1,478
6017,66000,2021-03-18 00:00:00,138,1,478
3581,66000,2020-07-12 00:00:00,104,1,478
4864,66000,2020-03-01 00:00:00,141,1,478
4518,66000,2020-10-09 00:00:00,74,1,478
4122,44000,2021-06-05 00:00:00,54,2,478
5818,44000,2020-10-13 00:00:00,147,2,478
4057,44000,2021-04-14 00:00:00,96,2,478
5517,44000,2021-02-14 00:00:00,38,2,478
6336,44000,2020-01-05 00:00:00,76,2,478
3821,44000,2020-12-22 00:00:00,101,2,478
6342,44000,2020-12-21 00:00:00,100,2,478
4380,44000,2020-11-12 00:00:00,23,2,478
6062,44000,2021-02-08 00:00:00,113,2,478
4567,44000,2020-11-19 00:00:00,126,2,478
5564,44000,2020-01-31 00:00:00,36,2,478
4785,44000,2020-08-13 00:00:00,64,2,478
3725,44000,2020-03-02 00:00:00,108,2,478
6166,44000,2020-01-22 00:00:00,129,2,478
4107,44000,2021-09-29 00:00:00,40,2,478
5153,55000,2021-04-26 00:00:00,28,3,478
4801,55000,2021-06-29 00:00:00,150,3,478
3618,55000,2021-09-23 00:00:00,115,3,478
4223,55000,2020-03-20 00:00:00,143,3,478
3849,55000,2020-06-18 00:00:00,146,3,478
3699,55000,2021-03-21 00:00:00,97,3,478
4644,55000,2021-01-17 00:00:00,106,3,478
4741,55000,2021-10-23 00:00:00,124,3,478
6212,71500,2020-04-17 00:00:00,135,5,478
4167,71500,2021-10-07 00:00:00,112,5,478
5240,71500,2020-10-18 00:00:00,88,5,478
3674,71500,2020-01-13 00:00:00,109,5,478
5064,71500,2020-12-24 00:00:00,82,5,478
5414,71500,2021-12-07 00:00:00,136,5,478
4476,71500,2020-06-18 00:00:00,11,5,478
6133,29750,2021-12-01 00:00:00,129,1,500
6272,29750,2020-05-06 00:00:00,132,1,500
3535,29750,2020-02-17 00:00:00,22,1,500
4147,29750,2020-07-30 00:00:00,54,1,500
5216,29750,2021-06-06 00:00:00,123,1,500
4014,29750,2021-10-24 00:00:00,89,1,500
6012,29750,2020-04-13 00:00:00,138,1,500
6306,29750,2020-02-25 00:00:00,94,1,500
4413,42500,2021-07-18 00:00:00,110,2,500
4269,42500,2020-05-15 00:00:00,79,2,500
5508,42500,2021-08-27 00:00:00,38,2,500
5105,42500,2021-12-05 00:00:00,83,2,500
5436,42500,2020-01-23 00:00:00,136,2,500
5263,42500,2020-07-09 00:00:00,88,2,500
5901,42500,2021-05-17 00:00:00,69,2,500
3857,42500,2021-07-14 00:00:00,146,2,500
3895,42500,2021-06-29 00:00:00,127,2,500
3712,42500,2021-03-25 00:00:00,97,2,500
6002,42500,2021-03-28 00:00:00,98,2,500
5346,42500,2020-06-04 00:00:00,13,4,500
5572,42500,2021-11-18 00:00:00,36,4,500
5777,42500,2021-04-25 00:00:00,10,4,500
4395,42500,2020-01-29 00:00:00,23,4,500
4084,42500,2020-11-26 00:00:00,137,4,500
4207,42500,2021-04-30 00:00:00,93,4,500
5629,42500,2021-08-22 00:00:00,131,4,500
4900,46750,2020-10-07 00:00:00,47,5,500
3980,46750,2021-05-21 00:00:00,77,5,500
5026,46750,2020-12-11 00:00:00,121,5,500
6168,46750,2020-11-09 00:00:00,130,5,500
3933,46750,2021-10-26 00:00:00,99,5,500
5608,46750,2021-04-23 00:00:00,134,5,500
5870,46750,2021-04-24 00:00:00,45,5,500
3536,34500,2020-02-16 00:00:00,22,1,501
6276,34500,2021-12-09 00:00:00,132,1,501
4950,34500,2020-01-19 00:00:00,128,1,501
5855,34500,2020-01-16 00:00:00,45,1,501
5037,34500,2021-04-18 00:00:00,121,1,501
5566,37950,2020-11-23 00:00:00,36,2,501
4370,37950,2020-02-26 00:00:00,23,2,501
5196,37950,2021-01-04 00:00:00,85,2,501
3640,37950,2020-12-17 00:00:00,9,2,501
6067,37950,2021-02-24 00:00:00,113,2,501
4419,37950,2021-04-16 00:00:00,110,2,501
4572,37950,2021-12-02 00:00:00,126,2,501
6101,37950,2020-05-06 00:00:00,140,2,501
3894,37950,2021-05-21 00:00:00,127,2,501
5479,37950,2020-10-23 00:00:00,19,2,501
5108,37950,2020-05-07 00:00:00,83,2,501
6334,37950,2021-02-21 00:00:00,76,2,501
4126,37950,2020-04-13 00:00:00,54,2,501
5619,24150,2021-10-17 00:00:00,134,3,501
5957,24150,2020-08-15 00:00:00,44,3,501
5087,24150,2021-01-30 00:00:00,82,3,501
3947,24150,2021-11-28 00:00:00,125,3,501
4691,24150,2020-08-16 00:00:00,27,3,501
3697,24150,2021-10-19 00:00:00,97,3,501
4664,24150,2020-07-19 00:00:00,142,3,501
4999,24150,2021-12-01 00:00:00,87,3,501
4870,24150,2020-07-15 00:00:00,103,3,501
6221,24150,2021-01-09 00:00:00,135,3,501
5154,24150,2020-01-21 00:00:00,28,3,501
5528,34500,2020-09-29 00:00:00,38,4,501
4961,34500,2021-02-10 00:00:00,111,4,501
4759,34500,2021-03-22 00:00:00,124,4,501
5810,34500,2021-03-30 00:00:00,30,4,501
5277,34500,2020-01-24 00:00:00,88,4,501
5506,34500,2021-05-09 00:00:00,91,4,501
5379,27600,2021-09-09 00:00:00,35,5,501
5979,27600,2020-03-07 00:00:00,98,5,501
6254,27600,2020-05-22 00:00:00,95,5,501
5199,20000,2021-01-31 00:00:00,90,4,512
5776,20000,2021-05-19 00:00:00,10,4,512
5201,20000,2020-02-09 00:00:00,123,4,512
4934,20000,2020-11-11 00:00:00,47,4,512
3809,20000,2020-01-20 00:00:00,107,4,512
5631,20000,2020-11-11 00:00:00,131,4,512
5351,20000,2021-09-24 00:00:00,92,4,512
4858,20000,2020-12-14 00:00:00,141,4,512
6146,20000,2020-08-01 00:00:00,129,4,512
4131,20000,2020-08-09 00:00:00,54,4,512
6089,20000,2020-11-14 00:00:00,78,4,512
4949,38500,2020-05-25 00:00:00,128,1,529
4797,38500,2021-03-27 00:00:00,150,1,529
6303,38500,2021-04-11 00:00:00,94,1,529
5249,35000,2020-07-25 00:00:00,88,1,529
3498,38500,2021-06-08 00:00:00,102,1,529
6008,35000,2020-06-17 00:00:00,138,1,529
3915,35000,2021-11-14 00:00:00,127,1,529
3877,35000,2021-08-07 00:00:00,146,1,529
4621,60500,2020-07-09 00:00:00,120,2,529
5100,55000,2021-04-25 00:00:00,83,2,529
3722,55000,2021-06-28 00:00:00,108,2,529
4571,55000,2020-04-28 00:00:00,126,2,529
5726,55000,2020-11-19 00:00:00,80,2,529
6059,60500,2020-01-24 00:00:00,113,2,529
4500,55000,2021-05-10 00:00:00,74,2,529
4061,55000,2021-01-04 00:00:00,96,2,529
3986,55000,2020-03-30 00:00:00,77,2,529
5437,55000,2020-07-03 00:00:00,136,2,529
5959,50000,2020-04-02 00:00:00,44,3,529
4705,50000,2020-02-25 00:00:00,133,3,529
3692,50000,2021-11-14 00:00:00,97,3,529
4444,50000,2021-05-08 00:00:00,11,3,529
6350,55000,2020-12-21 00:00:00,100,3,529
6229,50000,2021-04-27 00:00:00,135,3,529
5328,55000,2021-06-08 00:00:00,32,3,529
5888,50000,2021-04-18 00:00:00,69,4,529
3759,50000,2021-02-08 00:00:00,116,4,529
4360,55000,2021-03-20 00:00:00,148,4,529
5577,55000,2021-03-28 00:00:00,36,4,529
4681,55000,2021-08-25 00:00:00,142,4,529
5341,50000,2020-01-24 00:00:00,13,4,529
4406,55000,2021-01-13 00:00:00,110,4,529
4436,50000,2021-09-23 00:00:00,81,4,529
3629,50000,2021-03-10 00:00:00,122,4,529
4846,50000,2020-12-31 00:00:00,141,4,529
4251,50000,2021-10-06 00:00:00,143,4,529
4997,49500,2020-04-09 00:00:00,87,5,529
6167,45000,2021-09-28 00:00:00,130,5,529
5214,45000,2021-09-08 00:00:00,123,5,529
5117,45000,2020-08-15 00:00:00,28,5,529
5059,45000,2020-04-08 00:00:00,82,5,529
5019,45000,2021-04-18 00:00:00,121,5,529
6241,49500,2021-05-14 00:00:00,95,5,529
3641,33750,2020-03-16 00:00:00,9,2,533
5927,33750,2020-07-31 00:00:00,46,2,533
5307,33750,2020-10-04 00:00:00,32,2,533
4415,33750,2021-10-15 00:00:00,110,2,533
6165,33750,2021-06-06 00:00:00,129,2,533
6006,33750,2020-12-10 00:00:00,98,2,533
4575,33750,2021-04-17 00:00:00,126,2,533
3892,33750,2021-09-19 00:00:00,127,2,533
4824,33750,2020-09-20 00:00:00,150,2,533
4491,33750,2020-07-29 00:00:00,74,3,533
4388,33750,2020-10-05 00:00:00,23,3,533
3548,33750,2020-01-06 00:00:00,145,3,533
6098,33750,2020-01-13 00:00:00,78,3,533
4449,33750,2021-04-19 00:00:00,11,3,533
4303,33750,2021-06-03 00:00:00,105,3,533
5157,33750,2020-10-12 00:00:00,28,3,533
4001,33750,2021-11-23 00:00:00,77,3,533
5552,33750,2020-09-25 00:00:00,38,3,533
4322,33750,2020-08-28 00:00:00,41,3,533
5954,33750,2021-06-05 00:00:00,44,3,533
4026,33750,2020-01-22 00:00:00,89,3,533
4665,33750,2021-01-21 00:00:00,142,3,533
6220,33750,2020-09-05 00:00:00,135,3,533
5426,33750,2020-07-16 00:00:00,136,3,533
6022,37500,2020-01-12 00:00:00,138,4,533
5358,37500,2020-09-25 00:00:00,92,4,533
5712,37500,2020-03-30 00:00:00,139,4,533
