pago_id,monto,fecha,id_usuario,subs_id
1006,5000,2020-08-13 00:00:00,143,111
1480,7500,2021-09-28 00:00:00,133,160
957,5500,2021-10-20 00:00:00,93,104
660,5000,2020-09-30 00:00:00,125,68
757,5000,2021-11-24 00:00:00,96,80
1772,5500,2021-01-12 00:00:00,111,188
141,6500,2021-05-12 00:00:00,104,12
1955,3000,2021-04-27 00:00:00,85,207
2823,5000,2021-06-25 00:00:00,10,293
1713,3000,2020-08-07 00:00:00,128,184
763,5500,2020-06-24 00:00:00,96,82
1482,7500,2021-11-28 00:00:00,133,160
1182,8000,2021-09-17 00:00:00,110,130
3193,5000,2021-05-16 00:00:00,129,338
70,5000,2021-08-08 00:00:00,22,8
3343,7500,2020-12-18 00:00:00,135,354
2293,3000,2021-09-02 00:00:00,136,237
1116,9500,2021-08-03 00:00:00,23,124
939,3000,2021-07-07 00:00:00,112,100
2646,4000,2020-06-17 00:00:00,12,278
632,7000,2021-10-18 00:00:00,125,64
2638,7000,2021-06-15 00:00:00,12,277
887,5500,2021-03-11 00:00:00,54,94
2658,4000,2021-06-17 00:00:00,12,278
2541,9500,2021-07-09 00:00:00,134,267
886,5500,2020-10-11 00:00:00,54,93
2107,5000,2021-11-11 00:00:00,118,222
164,3000,2021-12-26 00:00:00,115,15
980,5000,2021-06-28 00:00:00,143,108
259,6500,2021-10-16 00:00:00,109,24
747,5000,2021-01-24 00:00:00,96,80
2759,9500,2021-04-16 00:00:00,80,288
687,8000,2021-03-10 00:00:00,77,70
281,7000,2021-02-11 00:00:00,97,26
937,3000,2021-07-05 00:00:00,112,100
476,5000,2020-11-30 00:00:00,146,48
1901,8000,2021-10-08 00:00:00,28,201
2565,5000,2021-11-18 00:00:00,131,270
2959,5500,2021-12-28 00:00:00,144,308
2246,9500,2021-11-04 00:00:00,35,234
1004,8500,2021-11-30 00:00:00,143,110
623,6500,2021-07-19 00:00:00,125,63
1408,8500,2021-12-18 00:00:00,142,152
1015,5000,2021-05-13 00:00:00,143,111
784,5000,2020-01-11 00:00:00,96,83
3182,5000,2021-08-14 00:00:00,129,337
1730,3000,2021-08-12 00:00:00,128,184
1416,4000,2020-11-23 00:00:00,142,154
1140,3500,2021-07-28 00:00:00,23,125
706,5500,2021-10-06 00:00:00,89,73
137,6500,2021-05-08 00:00:00,104,12
3429,5000,2021-10-19 00:00:00,76,365
2009,5000,2021-04-26 00:00:00,123,214
2479,9500,2021-06-02 00:00:00,36,259
781,5500,2021-12-24 00:00:00,96,82
1308,5000,2021-01-26 00:00:00,126,140
2349,6500,2021-10-30 00:00:00,19,244
1637,5000,2021-01-06 00:00:00,141,175
350,9500,2021-01-04 00:00:00,116,34
1393,8000,2021-05-16 00:00:00,106,150
1313,5000,2021-06-26 00:00:00,126,140
1222,3000,2020-06-16 00:00:00,11,135
3388,5000,2021-04-26 00:00:00,95,358
346,6500,2021-09-23 00:00:00,116,33
1255,6500,2021-04-05 00:00:00,74,137
2922,4000,2020-11-26 00:00:00,144,306
3268,6500,2020-01-10 00:00:00,130,349
1948,3000,2020-09-27 00:00:00,85,207
2970,4500,2021-05-19 00:00:00,46,309
1813,7500,2021-05-01 00:00:00,121,195
2563,5000,2021-09-18 00:00:00,131,270
389,4000,2021-10-01 00:00:00,107,39
3116,8000,2021-01-03 00:00:00,78,330
2632,7000,2020-12-15 00:00:00,12,277
1421,4000,2021-04-23 00:00:00,142,154
465,9500,2021-03-16 00:00:00,146,47
3279,6500,2020-07-11 00:00:00,130,350
2285,6500,2021-08-18 00:00:00,84,236
246,6500,2021-08-14 00:00:00,9,23
3139,9500,2020-06-12 00:00:00,129,333
986,5000,2021-12-28 00:00:00,143,108
604,5000,2021-09-09 00:00:00,125,60
651,4000,2021-03-24 00:00:00,125,67
1370,9500,2021-06-09 00:00:00,120,147
2021,5000,2020-08-17 00:00:00,123,215
105,5000,2021-09-11 00:00:00,145,10
69,5000,2021-08-07 00:00:00,22,8
1183,4000,2021-04-27 00:00:00,110,131
1150,5000,2020-11-06 00:00:00,110,127
838,5500,2021-12-23 00:00:00,40,87
1205,5500,2021-06-22 00:00:00,81,133
93,5000,2020-09-11 00:00:00,145,10
685,6500,2021-11-15 00:00:00,77,69
3044,6500,2021-06-18 00:00:00,98,319
2517,3000,2020-06-28 00:00:00,134,264
54,6500,2021-12-28 00:00:00,22,7
1759,5000,2021-06-12 00:00:00,114,187
1020,5000,2021-10-13 00:00:00,143,111
1054,6500,2021-05-19 00:00:00,79,115
2258,5000,2021-01-19 00:00:00,35,235
3307,5000,2021-09-20 00:00:00,130,351
375,9500,2021-03-11 00:00:00,116,37
240,7000,2021-11-10 00:00:00,9,22
2948,5500,2021-01-28 00:00:00,144,308
2324,8000,2020-11-15 00:00:00,136,241
1775,3000,2020-05-07 00:00:00,111,190
1605,9500,2021-04-04 00:00:00,150,173
1450,5500,2020-07-13 00:00:00,133,157
684,6500,2021-10-15 00:00:00,77,69
1112,9500,2020-08-11 00:00:00,23,124
2616,6500,2021-10-04 00:00:00,86,276
1147,7500,2021-09-14 00:00:00,110,126
74,5000,2021-08-12 00:00:00,22,8
2739,4000,2021-07-14 00:00:00,80,286
1922,4500,2021-07-20 00:00:00,28,204
1423,4000,2021-06-23 00:00:00,142,154
2743,4000,2021-11-14 00:00:00,80,286
2973,4500,2021-08-19 00:00:00,46,309
1388,8000,2020-12-16 00:00:00,106,150
515,5500,2021-07-23 00:00:00,146,50
517,7000,2020-03-06 00:00:00,127,51
1621,6500,2020-12-14 00:00:00,150,174
1245,5500,2021-06-15 00:00:00,74,136
1927,4500,2021-12-20 00:00:00,28,204
363,5500,2020-12-28 00:00:00,116,36
488,9500,2020-11-28 00:00:00,146,49
86,5000,2021-09-28 00:00:00,145,9
1300,5000,2020-05-26 00:00:00,126,140
947,5000,2020-10-19 00:00:00,112,102
2676,4000,2021-10-10 00:00:00,139,280
3436,7000,2020-10-21 00:00:00,76,366
349,6500,2021-12-23 00:00:00,116,33
2630,7000,2020-10-15 00:00:00,12,277
2618,6500,2021-10-06 00:00:00,86,276
2442,8000,2021-08-11 00:00:00,36,255
1447,6500,2021-10-18 00:00:00,27,156
1524,7500,2021-04-25 00:00:00,64,166
599,5000,2021-09-04 00:00:00,125,60
2631,7000,2020-11-15 00:00:00,12,277
999,8500,2021-06-30 00:00:00,143,110
987,4000,2021-03-14 00:00:00,143,109
739,5000,2021-10-18 00:00:00,89,78
868,4000,2021-09-26 00:00:00,40,90
1151,5000,2020-11-07 00:00:00,110,127
1398,8000,2021-10-16 00:00:00,106,150
146,5000,2021-07-24 00:00:00,104,13
1970,9500,2021-12-08 00:00:00,85,208
115,8000,2021-01-15 00:00:00,104,11
1180,8000,2021-07-17 00:00:00,110,130
1638,5000,2021-01-07 00:00:00,141,175
523,7000,2020-03-12 00:00:00,127,51
1027,4000,2020-06-18 00:00:00,79,114
2998,3500,2021-03-26 00:00:00,46,311
1519,5500,2021-10-30 00:00:00,64,165
795,5000,2021-01-10 00:00:00,96,83
2684,4500,2021-01-09 00:00:00,139,281
1823,7500,2021-05-11 00:00:00,121,195
1537,3000,2021-10-19 00:00:00,64,167
419,5500,2021-10-05 00:00:00,107,41
2836,5000,2021-12-28 00:00:00,119,294
1204,5500,2021-05-22 00:00:00,81,133
649,4000,2021-01-24 00:00:00,125,67
883,7500,2021-12-17 00:00:00,40,91
483,5000,2021-06-28 00:00:00,146,48
1585,3500,2021-11-10 00:00:00,150,171
155,6500,2021-12-14 00:00:00,115,14
1546,5500,2021-05-02 00:00:00,64,168
2046,8000,2021-11-02 00:00:00,123,216
308,9500,2021-04-04 00:00:00,97,29
1600,9500,2020-04-11 00:00:00,150,173
2125,5000,2021-11-15 00:00:00,118,223
2053,8000,2021-11-09 00:00:00,123,216
2295,3000,2021-09-04 00:00:00,136,237
2975,4500,2021-10-19 00:00:00,46,309
47,6500,2021-05-28 00:00:00,22,7
1338,8000,2021-10-10 00:00:00,120,143
1963,3000,2021-12-27 00:00:00,85,207
786,5000,2021-01-01 00:00:00,96,83
2137,6500,2021-04-10 00:00:00,88,224
565,5000,2021-09-25 00:00:00,99,54
624,6500,2021-08-19 00:00:00,125,63
3365,3500,2020-09-16 00:00:00,135,356
2064,6500,2021-03-19 00:00:00,123,218
390,4000,2021-10-02 00:00:00,107,39
2,6500,2021-07-14 00:00:00,102,1
1414,5000,2021-04-19 00:00:00,142,153
1751,4500,2021-12-17 00:00:00,128,186
1911,8000,2021-08-27 00:00:00,28,202
1990,3000,2020-06-10 00:00:00,123,213
1795,6500,2021-06-09 00:00:00,111,191
2905,4500,2021-10-25 00:00:00,45,303
1949,3000,2020-10-27 00:00:00,85,207
3074,6500,2021-04-13 00:00:00,138,324
2952,5500,2021-05-28 00:00:00,144,308
650,4000,2021-02-24 00:00:00,125,67
2013,5000,2021-08-26 00:00:00,123,214
2331,8000,2021-06-15 00:00:00,136,241
499,9500,2021-10-28 00:00:00,146,49
2672,4000,2021-10-06 00:00:00,139,280
3284,6500,2021-07-04 00:00:00,130,350
3316,5000,2021-01-20 00:00:00,130,352
3067,6500,2020-09-13 00:00:00,138,324
2463,5500,2021-07-05 00:00:00,36,258
1376,4000,2021-11-24 00:00:00,106,148
2478,9500,2021-06-01 00:00:00,36,259
2749,7000,2021-11-30 00:00:00,80,287
2249,9500,2021-11-07 00:00:00,35,234
3264,3000,2021-12-19 00:00:00,129,348
3351,7500,2021-08-18 00:00:00,135,354
2870,4000,2020-07-11 00:00:00,30,300
3248,5000,2021-03-14 00:00:00,129,346
1981,5000,2021-04-15 00:00:00,90,210
3311,5000,2020-08-20 00:00:00,130,352
1744,4500,2021-05-17 00:00:00,128,186
870,7500,2020-11-17 00:00:00,40,91
710,5500,2021-10-10 00:00:00,89,73
2388,4000,2021-05-26 00:00:00,38,250
180,5000,2021-09-03 00:00:00,122,18
339,8000,2021-10-27 00:00:00,108,31
2913,8000,2021-07-24 00:00:00,69,305
1816,7500,2021-05-04 00:00:00,121,195
2302,3000,2021-09-11 00:00:00,136,237
466,9500,2021-04-16 00:00:00,146,47
3278,6500,2020-07-10 00:00:00,130,350
3399,5000,2021-01-05 00:00:00,132,359
254,6500,2021-05-16 00:00:00,109,24
169,4000,2021-05-16 00:00:00,122,17
2111,5000,2020-09-15 00:00:00,118,223
1894,8000,2021-10-01 00:00:00,28,201
3289,6500,2021-07-09 00:00:00,130,350
3041,5000,2021-10-13 00:00:00,98,318
3012,6500,2021-09-06 00:00:00,44,314
2127,6500,2020-04-12 00:00:00,88,224
491,9500,2021-02-28 00:00:00,146,49
1141,3500,2021-08-28 00:00:00,23,125
2515,5000,2021-12-30 00:00:00,134,263
872,7500,2021-01-17 00:00:00,40,91
1125,9500,2021-08-12 00:00:00,23,124
2546,9500,2020-11-30 00:00:00,134,268
3293,5000,2020-07-20 00:00:00,130,351
1542,5500,2020-05-10 00:00:00,64,168
2239,8500,2021-09-07 00:00:00,35,233
2502,5000,2021-04-07 00:00:00,134,262
2028,5000,2021-03-17 00:00:00,123,215
1863,6500,2021-03-20 00:00:00,83,199
1173,9500,2021-10-20 00:00:00,110,129
3147,9500,2021-06-08 00:00:00,129,333
3304,5000,2021-06-20 00:00:00,130,351
540,5500,2021-04-21 00:00:00,99,53
3471,4000,2021-06-16 00:00:00,100,368
2844,3500,2021-04-12 00:00:00,119,297
2992,3500,2020-09-26 00:00:00,46,311
1290,6500,2021-05-03 00:00:00,117,139
1452,5500,2020-09-13 00:00:00,133,157
1358,3500,2021-08-25 00:00:00,120,146
807,7000,2021-04-21 00:00:00,40,85
2037,5000,2021-12-17 00:00:00,123,215
62,5000,2020-08-12 00:00:00,22,8
1395,8000,2021-07-16 00:00:00,106,150
1984,4500,2021-08-06 00:00:00,90,211
3327,5000,2021-12-20 00:00:00,130,352
1196,5000,2021-11-08 00:00:00,81,132
3126,7000,2021-03-13 00:00:00,140,331
268,9500,2021-03-28 00:00:00,109,25
1982,5000,2021-05-15 00:00:00,90,210
998,8500,2021-05-30 00:00:00,143,110
1079,5500,2021-09-01 00:00:00,148,120
3344,7500,2021-01-18 00:00:00,135,354
2641,7000,2021-09-15 00:00:00,12,277
2095,5000,2021-10-05 00:00:00,118,221
197,3000,2021-11-04 00:00:00,122,19
734,5000,2021-05-18 00:00:00,89,78
1543,5500,2020-05-11 00:00:00,64,168
463,9500,2021-01-16 00:00:00,146,47
2276,6500,2020-11-18 00:00:00,84,236
929,6500,2021-06-11 00:00:00,112,99
1921,8500,2021-04-12 00:00:00,28,203
443,6500,2021-02-10 00:00:00,101,45
385,4000,2020-10-09 00:00:00,107,39
1679,7500,2021-04-27 00:00:00,47,180
693,6500,2021-11-30 00:00:00,77,71
2086,3000,2021-10-28 00:00:00,118,219
1558,6500,2020-08-07 00:00:00,64,169
745,5000,2020-11-24 00:00:00,96,80
2514,5000,2021-11-30 00:00:00,134,263
2078,3000,2021-02-28 00:00:00,118,219
325,6500,2021-10-24 00:00:00,97,30
753,5000,2021-07-24 00:00:00,96,80
1726,3000,2021-08-08 00:00:00,128,184
528,7000,2021-03-05 00:00:00,127,51
498,9500,2021-09-28 00:00:00,146,49
2199,8000,2021-02-09 00:00:00,13,230
2486,9500,2021-06-09 00:00:00,36,259
2099,5000,2021-10-09 00:00:00,118,221
1025,5000,2021-11-23 00:00:00,79,113
87,5000,2021-10-28 00:00:00,145,9
3349,7500,2021-06-18 00:00:00,135,354
2904,4500,2021-09-25 00:00:00,45,303
1508,9500,2021-04-18 00:00:00,124,164
3133,7000,2021-10-13 00:00:00,140,331
2371,5000,2021-08-09 00:00:00,91,247
638,5000,2021-09-27 00:00:00,125,65
2619,6500,2021-10-07 00:00:00,86,276
3466,4000,2021-11-24 00:00:00,100,367
2751,9500,2020-08-16 00:00:00,80,288
1697,4500,2021-06-07 00:00:00,47,182
2334,8000,2021-09-15 00:00:00,136,241
293,7500,2021-09-20 00:00:00,97,28
1818,7500,2021-05-06 00:00:00,121,195
1386,8000,2020-10-16 00:00:00,106,150
3239,5000,2021-04-11 00:00:00,129,345
1234,3000,2021-06-16 00:00:00,11,135
2075,3000,2020-11-28 00:00:00,118,219
1430,8000,2021-09-30 00:00:00,27,155
359,8000,2021-10-31 00:00:00,116,35
2178,3000,2021-04-09 00:00:00,149,227
1616,6500,2020-07-14 00:00:00,150,174
478,5000,2021-01-30 00:00:00,146,48
152,6500,2021-09-14 00:00:00,115,14
766,5500,2020-09-24 00:00:00,96,82
1462,6500,2020-11-21 00:00:00,133,158
767,5500,2020-10-24 00:00:00,96,82
1781,3000,2021-05-01 00:00:00,111,190
1049,6500,2020-12-19 00:00:00,79,115
2396,5000,2021-10-19 00:00:00,38,251
2572,9500,2021-11-06 00:00:00,131,272
313,9500,2021-04-09 00:00:00,97,29
2832,5000,2021-08-28 00:00:00,119,294
2935,4000,2021-12-26 00:00:00,144,306
1659,3000,2020-08-12 00:00:00,47,179
2077,3000,2021-01-28 00:00:00,118,219
592,5000,2020-09-09 00:00:00,125,60
1683,7500,2021-08-27 00:00:00,47,180
3243,5000,2020-10-14 00:00:00,129,346
1369,9500,2021-06-08 00:00:00,120,147
820,6500,2021-10-21 00:00:00,40,86
1298,6500,2021-05-11 00:00:00,117,139
2908,6500,2021-08-10 00:00:00,45,304
2717,8000,2021-08-30 00:00:00,80,284
414,5000,2021-05-11 00:00:00,107,40
1841,4000,2021-02-06 00:00:00,82,197
1457,6500,2020-06-21 00:00:00,133,158
1013,5000,2021-03-13 00:00:00,143,111
831,5500,2021-05-23 00:00:00,40,87
2163,3500,2021-08-14 00:00:00,88,226
3469,4000,2021-04-16 00:00:00,100,368
2712,5000,2021-01-23 00:00:00,80,283
2455,5000,2021-07-23 00:00:00,36,257
1325,8500,2021-07-02 00:00:00,126,142
657,4000,2021-09-24 00:00:00,125,67
1270,9500,2021-01-20 00:00:00,74,138
1051,6500,2021-02-19 00:00:00,79,115
2282,6500,2021-05-18 00:00:00,84,236
3201,8000,2021-10-23 00:00:00,129,339
2182,6500,2021-11-14 00:00:00,149,228
113,8000,2020-11-15 00:00:00,104,11
703,5500,2021-10-03 00:00:00,89,73
2456,5000,2021-08-23 00:00:00,36,257
631,7000,2021-09-18 00:00:00,125,64
1676,7500,2021-01-27 00:00:00,47,180
367,5500,2021-04-28 00:00:00,116,36
3091,6500,2021-11-24 00:00:00,113,325
988,4000,2021-04-14 00:00:00,143,109
252,6500,2021-03-16 00:00:00,109,24
2826,5000,2021-09-25 00:00:00,10,293
511,5500,2021-03-23 00:00:00,146,50
2562,9500,2021-12-16 00:00:00,131,269
276,7000,2021-02-06 00:00:00,97,26
3325,5000,2021-10-20 00:00:00,130,352
3039,5000,2021-08-13 00:00:00,98,318
3348,7500,2021-05-18 00:00:00,135,354
1517,5500,2021-08-30 00:00:00,64,165
2817,5000,2020-12-25 00:00:00,10,293
1438,6500,2021-01-18 00:00:00,27,156
3230,6500,2021-11-26 00:00:00,129,343
1783,3000,2021-05-03 00:00:00,111,190
3242,5000,2020-09-14 00:00:00,129,346
666,5000,2021-03-28 00:00:00,125,68
1725,3000,2021-08-07 00:00:00,128,184
1994,3000,2021-06-02 00:00:00,123,213
3391,5000,2021-07-26 00:00:00,95,358
160,3000,2021-08-26 00:00:00,115,15
2209,9500,2021-08-22 00:00:00,92,231
1598,9500,2020-04-09 00:00:00,150,173
3024,5000,2021-07-22 00:00:00,44,316
2888,6500,2020-12-13 00:00:00,45,302
2008,5000,2021-03-26 00:00:00,123,214
1732,6500,2021-03-11 00:00:00,128,185
2417,5500,2021-11-22 00:00:00,38,252
1968,9500,2021-12-06 00:00:00,85,208
3332,7000,2021-08-02 00:00:00,130,353
2409,5500,2021-03-22 00:00:00,38,252
2719,8000,2021-10-30 00:00:00,80,284
686,6500,2021-12-15 00:00:00,77,69
2726,9500,2021-11-04 00:00:00,80,285
1160,9500,2020-09-20 00:00:00,110,129
2789,4000,2020-10-19 00:00:00,10,291
2185,6500,2020-04-12 00:00:00,32,229
1327,8500,2021-07-04 00:00:00,126,142
777,5500,2021-08-24 00:00:00,96,82
2445,6500,2021-01-04 00:00:00,36,256
2837,4000,2021-01-11 00:00:00,119,295
497,9500,2021-08-28 00:00:00,146,49
1952,3000,2021-01-27 00:00:00,85,207
3069,6500,2020-11-13 00:00:00,138,324
1153,5000,2020-11-09 00:00:00,110,127
94,5000,2020-09-12 00:00:00,145,10
1509,9500,2021-05-18 00:00:00,124,164
2785,3000,2021-12-28 00:00:00,80,289
977,5000,2021-03-28 00:00:00,143,108
2781,3000,2021-08-28 00:00:00,80,289
2950,5500,2021-03-28 00:00:00,144,308
263,9500,2020-10-29 00:00:00,109,25
510,5500,2021-02-23 00:00:00,146,50
405,5000,2021-05-02 00:00:00,107,40
2591,5000,2021-06-19 00:00:00,86,274
2333,8000,2021-08-15 00:00:00,136,241
1819,7500,2021-05-07 00:00:00,121,195
2494,5000,2020-04-11 00:00:00,134,262
579,6500,2021-01-30 00:00:00,99,58
1256,6500,2021-04-06 00:00:00,74,137
2711,5000,2020-12-23 00:00:00,80,283
2395,4000,2021-12-26 00:00:00,38,250
4,4000,2021-04-21 00:00:00,102,2
2793,4000,2021-02-19 00:00:00,10,291
1330,8500,2021-07-07 00:00:00,126,142
2606,6500,2020-10-06 00:00:00,86,276
2912,8000,2021-06-24 00:00:00,69,305
3373,3500,2021-05-16 00:00:00,135,356
2024,5000,2020-11-17 00:00:00,123,215
647,4000,2020-11-24 00:00:00,125,67
798,5000,2021-09-04 23:00:00,137,84
2193,6500,2021-04-08 00:00:00,32,229
1283,6500,2020-05-08 00:00:00,117,139
2157,5000,2021-10-20 00:00:00,88,225
3412,5000,2021-05-18 00:00:00,94,362
869,4000,2021-10-26 00:00:00,40,90
2270,6500,2020-05-18 00:00:00,84,236
2623,6500,2021-10-11 00:00:00,86,276
3077,6500,2020-09-24 00:00:00,113,325
1623,6500,2021-02-14 00:00:00,150,174
2084,3000,2021-08-28 00:00:00,118,219
2736,4000,2021-04-14 00:00:00,80,286
2827,5000,2021-10-25 00:00:00,10,293
1217,5000,2021-02-09 00:00:00,11,134
1478,5000,2020-09-09 00:00:00,133,159
770,5500,2021-01-24 00:00:00,96,82
3372,3500,2021-04-16 00:00:00,135,356
3297,5000,2020-11-20 00:00:00,130,351
3361,4500,2020-12-30 00:00:00,135,355
2225,5000,2021-10-15 00:00:00,35,232
226,3500,2020-11-12 00:00:00,9,21
704,5500,2021-10-04 00:00:00,89,73
1029,4000,2020-08-18 00:00:00,79,114
3087,6500,2021-07-24 00:00:00,113,325
2000,3000,2021-06-08 00:00:00,123,213
3447,7000,2021-09-21 00:00:00,76,366
2651,4000,2020-11-17 00:00:00,12,278
388,4000,2020-10-12 00:00:00,107,39
502,5500,2020-06-23 00:00:00,146,50
266,9500,2021-01-29 00:00:00,109,25
75,5000,2020-10-31 00:00:00,145,9
2181,3000,2021-04-12 00:00:00,149,227
1232,3000,2021-04-16 00:00:00,11,135
1186,4000,2021-07-27 00:00:00,110,131
3280,6500,2020-07-12 00:00:00,130,350
402,5000,2020-05-11 00:00:00,107,40
2538,9500,2021-07-06 00:00:00,134,267
3246,5000,2021-01-14 00:00:00,129,346
1366,9500,2021-06-05 00:00:00,120,147
3375,3500,2021-07-16 00:00:00,135,356
1845,4000,2021-02-10 00:00:00,82,197
2938,4500,2020-01-10 00:00:00,144,307
2995,3500,2020-12-26 00:00:00,46,311
2113,5000,2020-11-15 00:00:00,118,223
1808,7500,2020-05-08 00:00:00,121,195
1647,4000,2021-12-25 00:00:00,141,176
61,5000,2020-08-11 00:00:00,22,8
2721,8000,2021-12-30 00:00:00,80,284
3068,6500,2020-10-13 00:00:00,138,324
1203,5500,2021-04-22 00:00:00,81,133
3195,5000,2021-07-16 00:00:00,129,338
2422,8000,2020-11-14 00:00:00,36,254
1523,7500,2021-03-25 00:00:00,64,166
179,5000,2021-09-02 00:00:00,122,18
3103,5000,2020-07-25 00:00:00,78,328
1005,8500,2021-12-30 00:00:00,143,110
1685,7500,2021-10-27 00:00:00,47,180
287,7500,2021-03-20 00:00:00,97,28
133,6500,2021-05-04 00:00:00,104,12
1767,5500,2021-01-07 00:00:00,111,188
3368,3500,2020-12-16 00:00:00,135,356
1983,4500,2021-08-05 00:00:00,90,211
1881,9500,2021-07-07 00:00:00,83,200
2955,5500,2021-08-28 00:00:00,144,308
2047,8000,2021-11-03 00:00:00,123,216
2427,8000,2021-04-14 00:00:00,36,254
2750,7000,2021-12-30 00:00:00,80,287
920,5000,2021-08-04 00:00:00,54,98
1422,4000,2021-05-23 00:00:00,142,154
1317,5000,2021-10-26 00:00:00,126,140
2192,6500,2021-04-07 00:00:00,32,229
824,5500,2020-10-23 00:00:00,40,87
1364,9500,2021-06-03 00:00:00,120,147
1429,4000,2021-12-23 00:00:00,142,154
2351,6500,2021-12-30 00:00:00,19,244
25,7000,2021-08-24 00:00:00,102,4
2499,5000,2021-04-04 00:00:00,134,262
2363,5000,2021-08-01 00:00:00,91,247
2885,6500,2020-09-13 00:00:00,45,302
2482,9500,2021-06-05 00:00:00,36,259
129,6500,2020-05-12 00:00:00,104,12
1459,6500,2020-08-21 00:00:00,133,158
2121,5000,2021-07-15 00:00:00,118,223
1254,6500,2021-04-04 00:00:00,74,137
2669,4000,2021-10-03 00:00:00,139,280
808,7000,2021-05-21 00:00:00,40,85
1392,8000,2021-04-16 00:00:00,106,150
2045,8000,2021-11-01 00:00:00,123,216
1822,7500,2021-05-10 00:00:00,121,195
326,6500,2021-11-24 00:00:00,97,30
415,5000,2021-05-12 00:00:00,107,40
3275,6500,2021-01-05 00:00:00,130,349
1347,3500,2020-09-25 00:00:00,120,146
1,6500,2021-06-14 00:00:00,102,1
1969,9500,2021-12-07 00:00:00,85,208
1389,8000,2021-01-16 00:00:00,106,150
1076,5500,2020-09-10 00:00:00,148,120
3338,7000,2021-08-08 00:00:00,130,353
457,4000,2021-12-24 00:00:00,146,46
2642,7000,2021-10-15 00:00:00,12,277
2926,4000,2021-03-26 00:00:00,144,306
3033,5000,2021-02-13 00:00:00,98,318
1340,8000,2021-10-12 00:00:00,120,143
1962,3000,2021-11-27 00:00:00,85,207
3381,6500,2021-10-31 00:00:00,135,357
3143,9500,2021-06-04 00:00:00,129,333
1082,5500,2021-09-04 00:00:00,148,120
59,5000,2020-08-09 00:00:00,22,8
3150,9500,2021-06-11 00:00:00,129,333
613,5500,2020-10-25 00:00:00,125,61
2352,5000,2021-08-13 00:00:00,91,245
3424,4000,2021-09-27 00:00:00,94,364
2162,3500,2021-07-14 00:00:00,88,226
2484,9500,2021-06-07 00:00:00,36,259
1652,4500,2021-01-06 00:00:00,103,178
1684,7500,2021-09-27 00:00:00,47,180
3197,5000,2021-09-16 00:00:00,129,338
1651,4500,2021-01-05 00:00:00,103,178
1088,5500,2021-09-10 00:00:00,148,120
1497,8000,2021-08-12 00:00:00,133,161
1873,9500,2020-07-11 00:00:00,83,200
3022,5000,2021-05-22 00:00:00,44,316
2461,5500,2021-07-03 00:00:00,36,258
1588,5000,2021-11-05 00:00:00,150,172
2161,3500,2021-06-14 00:00:00,88,226
2229,8500,2020-09-09 00:00:00,35,233
1626,6500,2021-05-14 00:00:00,150,174
1247,5500,2021-08-15 00:00:00,74,136
2151,5000,2021-04-20 00:00:00,88,225
1371,9500,2021-06-10 00:00:00,120,147
1763,5500,2021-01-03 00:00:00,111,188
2989,5000,2021-12-19 00:00:00,46,310
319,6500,2021-04-24 00:00:00,97,30
1877,9500,2021-07-03 00:00:00,83,200
172,4000,2021-08-16 00:00:00,122,17
1859,6500,2021-05-12 00:00:00,83,198
2403,5500,2020-09-22 00:00:00,38,252
1829,9500,2021-08-17 00:00:00,121,196
2551,9500,2021-04-28 00:00:00,134,268
3448,7000,2021-10-21 00:00:00,76,366
983,5000,2021-09-28 00:00:00,143,108
1812,7500,2020-05-12 00:00:00,121,195
1740,4500,2021-01-17 00:00:00,128,186
817,6500,2021-07-21 00:00:00,40,86
3094,5000,2021-01-16 00:00:00,78,326
2011,5000,2021-06-26 00:00:00,123,214
2337,6500,2021-01-09 00:00:00,19,242
1980,5000,2021-03-15 00:00:00,90,210
1622,6500,2021-01-14 00:00:00,150,174
2875,4000,2020-11-23 00:00:00,147,301
1058,8500,2021-06-11 00:00:00,105,117
572,5000,2021-07-21 00:00:00,99,56
789,5000,2021-01-04 00:00:00,96,83
2611,6500,2020-10-11 00:00:00,86,276
741,5000,2021-12-18 00:00:00,89,78
3369,3500,2021-01-16 00:00:00,135,356
1619,6500,2020-10-14 00:00:00,150,174
701,5500,2021-10-01 00:00:00,89,73
2267,5000,2021-10-19 00:00:00,35,235
3371,3500,2021-03-16 00:00:00,135,356
3308,5000,2021-10-20 00:00:00,130,351
2581,6500,2021-08-23 00:00:00,131,273
3108,5000,2021-07-20 00:00:00,78,329
3291,6500,2021-07-11 00:00:00,130,350
2566,5000,2021-12-18 00:00:00,131,270
809,7000,2021-06-21 00:00:00,40,85
1135,3500,2021-02-28 00:00:00,23,125
2849,5000,2021-02-02 00:00:00,30,298
242,7000,2021-11-12 00:00:00,9,22
2142,5000,2020-07-20 00:00:00,88,225
1906,8000,2021-03-27 00:00:00,28,202
2705,5000,2021-10-13 00:00:00,139,282
2507,5000,2021-04-12 00:00:00,134,262
3211,6500,2021-10-01 00:00:00,129,340
1689,4500,2020-06-11 00:00:00,47,182
3154,8500,2020-10-12 00:00:00,129,334
3404,5000,2021-01-10 00:00:00,132,359
403,5000,2020-05-12 00:00:00,107,40
1110,9500,2021-07-20 00:00:00,148,123
959,5500,2021-12-20 00:00:00,93,104
900,4000,2021-02-20 00:00:00,54,97
2688,5000,2020-05-13 00:00:00,139,282
2556,9500,2021-09-28 00:00:00,134,268
3240,5000,2021-04-12 00:00:00,129,345
