pago_id,monto,fecha,uid,subs_id
7182,7100,2021-03-13,133,85
7194,7100,2021-04-13,133,85
7183,7100,2021-05-13,133,85
7195,7100,2021-06-13,133,85
7184,7100,2021-07-13,133,85
7196,7100,2021-08-13,133,85
7185,7100,2021-09-13,133,85
7197,7100,2021-10-13,133,85
7186,7100,2021-11-13,133,85
7198,7100,2023-12-13,133,85
7199,7400,2021-05-21,69,86
7200,7400,2021-06-21,69,86
7201,7400,2021-07-21,69,86
7202,7400,2021-08-21,69,86
7203,7400,2021-09-21,69,86
7204,7400,2021-10-21,69,86
7205,7400,2021-11-21,69,86
7206,7400,2023-12-21,69,86
7207,2800,2023-10-14,70,87
7208,3500,2020-11-04,70,88
7209,3500,2020-12-04,70,88
7210,3500,2021-01-04,70,88
7211,3500,2021-02-04,70,88
7212,3500,2021-03-04,70,88
7213,3500,2021-04-04,70,88
7214,3500,2021-05-04,70,88
7215,3500,2021-06-04,70,88
7216,3500,2021-07-04,70,88
7217,3500,2021-08-04,70,88
7218,3500,2021-09-04,70,88
7219,3500,2021-10-04,70,88
7220,3500,2021-11-04,70,88
7221,3500,2023-12-04,70,88
7230,7000,2020-05-15,70,89
7231,7000,2020-06-15,70,89
7232,7000,2020-07-15,70,89
7233,7000,2020-08-15,70,89
7222,7000,2020-09-15,70,89
7234,7000,2020-10-15,70,89
7223,7000,2020-11-15,70,89
7235,7000,2020-12-15,70,89
7224,7000,2021-01-15,70,89
7236,7000,2021-02-15,70,89
7225,7000,2021-03-15,70,89
7237,7000,2021-04-15,70,89
7226,7000,2021-05-15,70,89
7238,7000,2021-06-15,70,89
7227,7000,2021-07-15,70,89
7239,7000,2021-08-15,70,89
7228,7000,2021-09-15,70,89
7240,7000,2021-10-15,70,89
7229,7000,2021-11-15,70,89
7241,7000,2023-12-15,70,89
7242,4500,2021-02-15,70,90
7243,4500,2021-03-15,70,90
7244,4500,2021-04-15,70,90
7245,4500,2021-05-15,70,90
7246,4500,2021-06-15,70,90
7247,4500,2021-07-15,70,90
7248,4500,2021-08-15,70,90
7249,4500,2021-09-15,70,90
7250,4500,2021-10-15,70,90
7251,4500,2021-11-15,70,90
7252,4500,2023-12-15,70,90
7253,3500,2021-04-06,92,91
7254,3500,2023-05-06,92,91
7255,7100,2023-12-08,92,92
7256,3900,2020-06-25,92,93
7257,3900,2020-07-25,92,93
7258,3900,2023-08-25,92,93
7259,6500,2020-10-12,92,94
7260,6500,2020-11-12,92,94
7261,6500,2020-12-12,92,94
7262,6500,2021-01-12,92,94
7263,6500,2023-02-12,92,94
7264,7400,2021-05-30,92,95
7265,7400,2021-06-30,92,95
7266,7400,2021-07-30,92,95
7267,7400,2021-08-30,92,95
7268,7400,2021-09-30,92,95
7269,7400,2021-10-30,92,95
7270,7400,2021-11-30,92,95
7271,7400,2023-12-30,92,95
7272,4500,2021-03-05,92,96
7273,4500,2021-04-05,92,96
7274,4500,2023-05-05,92,96
7275,3700,2020-09-09,92,97
7276,3700,2020-10-09,92,97
7277,3700,2020-11-09,92,97
7278,3700,2020-12-09,92,97
7279,3700,2021-01-09,92,97
7280,3700,2021-02-09,92,97
7281,3700,2021-03-09,92,97
7282,3700,2021-04-09,92,97
7283,3700,2021-05-09,92,97
7284,3700,2021-06-09,92,97
7285,3700,2021-07-09,92,97
7286,3700,2021-08-09,92,97
7287,3700,2021-09-09,92,97
7288,3700,2021-10-09,92,97
7289,3700,2021-11-09,92,97
7290,3700,2023-12-09,92,97
7291,7900,2021-05-23,80,98
7292,7900,2021-06-23,80,98
7293,7900,2021-07-23,80,98
7294,7900,2021-08-23,80,98
7295,7900,2021-09-23,80,98
7296,7900,2021-10-23,80,98
7297,7900,2021-11-23,80,98
7298,7900,2023-12-23,80,98
7299,3100,2021-05-28,33,99
7300,3100,2021-06-28,33,99
7301,3100,2021-07-28,33,99
7302,3100,2021-08-28,33,99
7303,3100,2021-09-28,33,99
7304,3100,2021-10-28,33,99
7305,3100,2021-11-28,33,99
7306,3100,2023-12-28,33,99
7307,6400,2021-02-28,33,100
7308,6400,2021-03-28,33,100
7309,6400,2021-04-28,33,100
7310,6400,2021-05-28,33,100
7311,6400,2021-06-28,33,100
7312,6400,2021-07-28,33,100
7313,6400,2021-08-28,33,100
7314,6400,2021-09-28,33,100
7315,6400,2021-10-28,33,100
7316,6400,2021-11-28,33,100
7317,6400,2023-12-28,33,100
7318,3700,2020-05-01,33,101
7319,3700,2020-06-01,33,101
7320,3700,2020-07-01,33,101
7321,3700,2020-08-01,33,101
7322,3700,2020-09-01,33,101
7323,3700,2020-10-01,33,101
7324,3700,2020-11-01,33,101
7325,3700,2020-12-01,33,101
7326,3700,2021-01-01,33,101
7327,3700,2021-02-01,33,101
7328,3700,2021-03-01,33,101
7329,3700,2021-04-01,33,101
7330,3700,2021-05-01,33,101
7331,3700,2021-06-01,33,101
7332,3700,2021-07-01,33,101
7333,3700,2021-08-01,33,101
7334,3700,2021-09-01,33,101
7335,3700,2021-10-01,33,101
7336,3700,2021-11-01,33,101
7337,3700,2023-12-01,33,101
7338,7900,2021-09-28,33,102
7339,7900,2021-10-28,33,102
7340,7900,2021-11-28,33,102
7341,7900,2023-12-28,33,102
7342,3200,2021-10-17,33,103
7343,3200,2021-11-17,33,103
7344,3200,2023-12-17,33,103
7345,7400,2021-09-22,33,104
7346,7400,2021-10-22,33,104
7347,7400,2021-11-22,33,104
7348,7400,2023-12-22,33,104
7349,3700,2021-01-17,33,105
7350,3700,2021-02-17,33,105
7351,3700,2021-03-17,33,105
7352,3700,2021-04-17,33,105
7353,3700,2021-05-17,33,105
7354,3700,2021-06-17,33,105
7355,3700,2021-07-17,33,105
7356,3700,2021-08-17,33,105
7357,3700,2021-09-17,33,105
7358,3700,2021-10-17,33,105
7359,3700,2023-11-17,33,105
7360,6400,2020-08-08,37,106
7361,6400,2020-09-08,37,106
7362,6400,2020-10-08,37,106
7363,6400,2020-11-08,37,106
7364,6400,2020-12-08,37,106
7365,6400,2021-01-08,37,106
7366,6400,2021-02-08,37,106
7367,6400,2021-03-08,37,106
7368,6400,2021-04-08,37,106
7369,6400,2021-05-08,37,106
7370,6400,2021-06-08,37,106
7371,6400,2021-07-08,37,106
7372,6400,2021-08-08,37,106
7373,6400,2021-09-08,37,106
7374,6400,2021-10-08,37,106
7375,6400,2021-11-08,37,106
7376,6400,2023-12-08,37,106
7377,3500,2021-06-15,37,107
7378,3500,2021-07-15,37,107
7379,3500,2021-08-15,37,107
7380,3500,2021-09-15,37,107
7381,3500,2021-10-15,37,107
7382,3500,2021-11-15,37,107
7383,3500,2023-12-15,37,107
7384,7000,2023-11-10,37,108
7385,3700,2021-02-22,37,109
7386,3700,2021-03-22,37,109
7387,3700,2021-04-22,37,109
7388,3700,2021-05-22,37,109
7389,3700,2021-06-22,37,109
7390,3700,2021-07-22,37,109
7391,3700,2021-08-22,37,109
7392,3700,2021-09-22,37,109
7393,3700,2021-10-22,37,109
7394,3700,2023-11-22,37,109
7401,2800,2020-07-21,37,110
7402,2800,2020-08-21,37,110
7403,2800,2020-09-21,37,110
7404,2800,2020-10-21,37,110
7405,2800,2020-11-21,37,110
7406,2800,2020-12-21,37,110
7395,2800,2021-01-21,37,110
7407,2800,2021-02-21,37,110
7396,2800,2021-03-21,37,110
7408,2800,2021-04-21,37,110
7397,2800,2021-05-21,37,110
7409,2800,2021-06-21,37,110
7398,2800,2021-07-21,37,110
7410,2800,2021-08-21,37,110
7399,2800,2021-09-21,37,110
7411,2800,2021-10-21,37,110
7400,2800,2021-11-21,37,110
7412,2800,2023-12-21,37,110
7413,6500,2021-03-13,51,111
7414,6500,2021-04-13,51,111
7415,6500,2021-05-13,51,111
7416,6500,2021-06-13,51,111
7417,6500,2021-07-13,51,111
7418,6500,2023-08-13,51,111
7419,7900,2023-11-07,51,112
7420,3700,2020-08-07,51,113
7421,3700,2020-09-07,51,113
7422,3700,2020-10-07,51,113
7423,3700,2020-11-07,51,113
7424,3700,2020-12-07,51,113
7425,3700,2021-01-07,51,113
7426,3700,2021-02-07,51,113
7427,3700,2021-03-07,51,113
7428,3700,2021-04-07,51,113
7429,3700,2023-05-07,51,113
7430,7400,2021-07-21,76,114
7431,7400,2021-08-21,76,114
7432,7400,2023-09-21,76,114
7440,3100,2020-06-21,76,115
7441,3100,2020-07-21,76,115
7442,3100,2020-08-21,76,115
7443,3100,2020-09-21,76,115
7444,3100,2020-10-21,76,115
7433,3100,2020-11-21,76,115
7445,3100,2020-12-21,76,115
7434,3100,2021-01-21,76,115
7446,3100,2021-02-21,76,115
7435,3100,2021-03-21,76,115
7447,3100,2021-04-21,76,115
7436,3100,2021-05-21,76,115
7448,3100,2021-06-21,76,115
7437,3100,2021-07-21,76,115
7449,3100,2021-08-21,76,115
7438,3100,2021-09-21,76,115
7450,3100,2021-10-21,76,115
7439,3100,2021-11-21,76,115
7451,3100,2023-12-21,76,115
7455,4000,2020-10-17,76,116
7456,4000,2020-11-17,76,116
7457,4000,2020-12-17,76,116
7458,4000,2021-01-17,76,116
7459,4000,2021-02-17,76,116
7460,4000,2021-03-17,76,116
7461,4000,2021-04-17,76,116
7462,4000,2021-05-17,76,116
7463,4000,2021-06-17,76,116
7452,4000,2021-07-17,76,116
7464,4000,2021-08-17,76,116
7453,4000,2021-09-17,76,116
7465,4000,2021-10-17,76,116
7454,4000,2021-11-17,76,116
7466,4000,2023-12-17,76,116
7467,2800,2021-02-27,76,117
7468,2800,2021-03-27,76,117
7469,2800,2021-04-27,76,117
7470,2800,2021-05-27,76,117
7471,2800,2021-06-27,76,117
7472,2800,2021-07-27,76,117
7473,2800,2021-08-27,76,117
7474,2800,2021-09-27,76,117
7475,2800,2021-10-27,76,117
7476,2800,2021-11-27,76,117
7477,2800,2023-12-27,76,117
7478,3700,2020-07-08,76,118
7479,3700,2020-08-08,76,118
7480,3700,2020-09-08,76,118
7481,3700,2020-10-08,76,118
7482,3700,2020-11-08,76,118
7483,3700,2023-12-08,76,118
7484,3700,2021-08-06,2,119
7485,3700,2021-09-06,2,119
7486,3700,2021-10-06,2,119
7487,3700,2021-11-06,2,119
7488,3700,2023-12-06,2,119
7495,7000,2020-07-28,2,120
7496,7000,2020-08-28,2,120
7497,7000,2020-09-28,2,120
7498,7000,2020-10-28,2,120
7499,7000,2020-11-28,2,120
7500,7000,2020-12-28,2,120
7489,7000,2021-01-28,2,120
7501,7000,2021-02-28,2,120
7490,7000,2021-03-28,2,120
7502,7000,2021-04-28,2,120
7491,7000,2021-05-28,2,120
7503,7000,2021-06-28,2,120
7492,7000,2021-07-28,2,120
7504,7000,2021-08-28,2,120
7493,7000,2021-09-28,2,120
7505,7000,2021-10-28,2,120
7494,7000,2021-11-28,2,120
7506,7000,2023-12-28,2,120
7508,7900,2020-12-13,2,121
7509,7900,2021-01-13,2,121
7510,7900,2021-02-13,2,121
7511,7900,2021-03-13,2,121
7512,7900,2021-04-13,2,121
7513,7900,2021-05-13,2,121
7514,7900,2021-06-13,2,121
7515,7900,2021-07-13,2,121
7516,7900,2021-08-13,2,121
7517,7900,2021-09-13,2,121
7518,7900,2021-10-13,2,121
7507,7900,2021-11-13,2,121
7519,7900,2023-12-13,2,121
7520,6400,2021-04-16,2,122
7521,6400,2021-05-16,2,122
7522,6400,2021-06-16,2,122
7523,6400,2021-07-16,2,122
7524,6400,2021-08-16,2,122
7525,6400,2021-09-16,2,122
7526,6400,2021-10-16,2,122
7527,6400,2021-11-16,2,122
7528,6400,2023-12-16,2,122
7529,4500,2021-01-21,2,123
7530,4500,2021-02-21,2,123
7531,4500,2021-03-21,2,123
7532,4500,2021-04-21,2,123
7533,4500,2021-05-21,2,123
7534,4500,2021-06-21,2,123
7535,4500,2021-07-21,2,123
7536,4500,2021-08-21,2,123
7537,4500,2021-09-21,2,123
7538,4500,2021-10-21,2,123
7539,4500,2021-11-21,2,123
7540,4500,2023-12-21,2,123
7541,4400,2020-06-11,2,124
7542,4400,2020-07-11,2,124
7543,4400,2020-08-11,2,124
7544,4400,2020-09-11,2,124
7545,4400,2020-10-11,2,124
7546,4400,2020-11-11,2,124
7547,4400,2020-12-11,2,124
7548,4400,2021-01-11,2,124
7549,4400,2021-02-11,2,124
7550,4400,2021-03-11,2,124
7551,4400,2021-04-11,2,124
7552,4400,2021-05-11,2,124
7553,4400,2021-06-11,2,124
7554,4400,2021-07-11,2,124
7555,4400,2021-08-11,2,124
7556,4400,2021-09-11,2,124
7557,4400,2021-10-11,2,124
7558,4400,2021-11-11,2,124
7559,4400,2023-12-11,2,124
7560,3100,2020-11-03,39,125
7561,3100,2020-12-03,39,125
7562,3100,2021-01-03,39,125
7563,3100,2021-02-03,39,125
7564,3100,2021-03-03,39,125
7565,3100,2021-04-03,39,125
7566,3100,2021-05-03,39,125
7567,3100,2021-06-03,39,125
7568,3100,2021-07-03,39,125
7569,3100,2021-08-03,39,125
7570,3100,2021-09-03,39,125
7571,3100,2021-10-03,39,125
7572,3100,2021-11-03,39,125
7573,3100,2023-12-03,39,125
7574,7400,2021-04-08,39,126
7575,7400,2021-05-08,39,126
7576,7400,2021-06-08,39,126
7577,7400,2021-07-08,39,126
7578,7400,2021-08-08,39,126
7579,7400,2021-09-08,39,126
7580,7400,2021-10-08,39,126
7581,7400,2021-11-08,39,126
7582,7400,2023-12-08,39,126
7583,3700,2021-07-09,39,127
7584,3700,2021-08-09,39,127
7585,3700,2021-09-09,39,127
7586,3700,2021-10-09,39,127
7587,3700,2021-11-09,39,127
7588,3700,2023-12-09,39,127
7589,2800,2021-02-27,68,128
7590,2800,2021-03-27,68,128
7591,2800,2021-04-27,68,128
7592,2800,2021-05-27,68,128
7593,2800,2021-06-27,68,128
7594,2800,2021-07-27,68,128
7595,2800,2021-08-27,68,128
7596,2800,2021-09-27,68,128
7597,2800,2021-10-27,68,128
7598,2800,2021-11-27,68,128
7599,2800,2023-12-27,68,128
7600,6500,2021-08-24,68,129
7601,6500,2021-09-24,68,129
7602,6500,2021-10-24,68,129
7603,6500,2021-11-24,68,129
7604,6500,2023-12-24,68,129
7605,5000,2021-04-01,68,130
7606,5000,2021-05-01,68,130
7607,5000,2021-06-01,68,130
7608,5000,2021-07-01,68,130
7609,5000,2021-08-01,68,130
7610,5000,2021-09-01,68,130
7611,5000,2021-10-01,68,130
7612,5000,2021-11-01,68,130
7613,5000,2023-12-01,68,130
7614,7900,2021-05-19,74,131
7615,7900,2021-06-19,74,131
7616,7900,2021-07-19,74,131
7617,7900,2021-08-19,74,131
7618,7900,2021-09-19,74,131
7619,7900,2021-10-19,74,131
7620,7900,2023-11-19,74,131
7621,6400,2021-09-26,74,132
7622,6400,2021-10-26,74,132
7623,6400,2021-11-26,74,132
7624,6400,2023-12-26,74,132
7625,3700,2021-03-05,74,133
7626,3700,2021-04-05,74,133
7627,3700,2021-05-05,74,133
7628,3700,2021-06-05,74,133
7629,3700,2021-07-05,74,133
7630,3700,2021-08-05,74,133
7631,3700,2021-09-05,74,133
7632,3700,2021-10-05,74,133
7633,3700,2021-11-05,74,133
7634,3700,2023-12-05,74,133
7635,3500,2021-05-01,74,134
7636,3500,2021-06-01,74,134
7637,3500,2021-07-01,74,134
7638,3500,2021-08-01,74,134
7639,3500,2021-09-01,74,134
7640,3500,2021-10-01,74,134
7641,3500,2021-11-01,74,134
7642,3500,2023-12-01,74,134
7646,6500,2020-10-22,74,135
7647,6500,2020-11-22,74,135
7648,6500,2020-12-22,74,135
7649,6500,2021-01-22,74,135
7650,6500,2021-02-22,74,135
7651,6500,2021-03-22,74,135
7652,6500,2021-04-22,74,135
7653,6500,2021-05-22,74,135
7654,6500,2021-06-22,74,135
7643,6500,2021-07-22,74,135
7655,6500,2021-08-22,74,135
7644,6500,2021-09-22,74,135
7656,6500,2021-10-22,74,135
7645,6500,2021-11-22,74,135
7657,6500,2023-12-22,74,135
7658,4000,2021-02-10,55,136
7659,4000,2021-03-10,55,136
7660,4000,2021-04-10,55,136
7661,4000,2021-05-10,55,136
7662,4000,2021-06-10,55,136
7663,4000,2021-07-10,55,136
7664,4000,2021-08-10,55,136
7665,4000,2021-09-10,55,136
7666,4000,2021-10-10,55,136
7667,4000,2021-11-10,55,136
7668,4000,2023-12-10,55,136
7669,4500,2021-08-20,55,137
7670,4500,2021-09-20,55,137
7671,4500,2021-10-20,55,137
7672,4500,2021-11-20,55,137
7673,4500,2023-12-20,55,137
7675,4400,2020-12-16,55,138
7676,4400,2021-01-16,55,138
7677,4400,2021-02-16,55,138
7678,4400,2021-03-16,55,138
7679,4400,2021-04-16,55,138
7680,4400,2021-05-16,55,138
7681,4400,2021-06-16,55,138
7682,4400,2021-07-16,55,138
7683,4400,2021-08-16,55,138
7684,4400,2021-09-16,55,138
7685,4400,2021-10-16,55,138
7674,4400,2021-11-16,55,138
7686,4400,2023-12-16,55,138
7694,3700,2020-06-13,55,139
7695,3700,2020-07-13,55,139
7696,3700,2020-08-13,55,139
7697,3700,2020-09-13,55,139
7698,3700,2020-10-13,55,139
7687,3700,2020-11-13,55,139
7699,3700,2020-12-13,55,139
7688,3700,2021-01-13,55,139
7700,3700,2021-02-13,55,139
7689,3700,2021-03-13,55,139
7701,3700,2021-04-13,55,139
7690,3700,2021-05-13,55,139
7702,3700,2021-06-13,55,139
7691,3700,2021-07-13,55,139
7692,3700,2021-08-13,55,139
7693,3700,2023-09-13,55,139
7703,5000,2021-08-18,36,140
7704,5000,2021-09-18,36,140
7705,5000,2021-10-18,36,140
7706,5000,2021-11-18,36,140
7707,5000,2023-12-18,36,140
7714,6500,2020-07-24,36,141
7715,6500,2020-08-24,36,141
7716,6500,2020-09-24,36,141
7717,6500,2020-10-24,36,141
7718,6500,2020-11-24,36,141
7719,6500,2020-12-24,36,141
7708,6500,2021-01-24,36,141
7720,6500,2021-02-24,36,141
7709,6500,2021-03-24,36,141
7721,6500,2021-04-24,36,141
7710,6500,2021-05-24,36,141
7722,6500,2021-06-24,36,141
7711,6500,2021-07-24,36,141
7723,6500,2021-08-24,36,141
7712,6500,2021-09-24,36,141
7724,6500,2021-10-24,36,141
7713,6500,2021-11-24,36,141
7725,6500,2023-12-24,36,141
7734,3500,2020-05-30,36,142
7726,3500,2020-06-30,36,142
7727,3500,2020-07-30,36,142
7728,3500,2020-08-30,36,142
7729,3500,2020-09-30,36,142
7730,3500,2020-10-30,36,142
7731,3500,2020-11-30,36,142
7732,3500,2020-12-30,36,142
7733,3500,2023-01-30,36,142
7735,6500,2021-07-03,36,143
7736,6500,2021-08-03,36,143
7737,6500,2021-09-03,36,143
7738,6500,2021-10-03,36,143
7739,6500,2021-11-03,36,143
7740,6500,2023-12-03,36,143
7741,4500,2020-06-04,36,144
7742,4500,2020-07-04,36,144
7743,4500,2020-08-04,36,144
7744,4500,2020-09-04,36,144
7745,4500,2020-10-04,36,144
7746,4500,2020-11-04,36,144
7747,4500,2020-12-04,36,144
7748,4500,2021-01-04,36,144
7749,4500,2021-02-04,36,144
7750,4500,2021-03-04,36,144
7751,4500,2021-04-04,36,144
7752,4500,2021-05-04,36,144
7753,4500,2021-06-04,36,144
7754,4500,2021-07-04,36,144
7755,4500,2021-08-04,36,144
7756,4500,2021-09-04,36,144
7757,4500,2021-10-04,36,144
7758,4500,2021-11-04,36,144
7759,4500,2023-12-04,36,144
7760,4000,2021-01-23,36,145
7761,4000,2021-02-23,36,145
7762,4000,2021-03-23,36,145
7763,4000,2021-04-23,36,145
7764,4000,2021-05-23,36,145
7765,4000,2021-06-23,36,145
7766,4000,2021-07-23,36,145
7767,4000,2021-08-23,36,145
7768,4000,2021-09-23,36,145
7769,4000,2021-10-23,36,145
7770,4000,2021-11-23,36,145
7771,4000,2023-12-23,36,145
7772,3900,2020-10-04,75,146
7773,3900,2020-11-04,75,146
7774,3900,2020-12-04,75,146
7775,3900,2021-01-04,75,146
7776,3900,2021-02-04,75,146
7777,3900,2021-03-04,75,146
7778,3900,2021-04-04,75,146
7779,3900,2021-05-04,75,146
7780,3900,2021-06-04,75,146
7781,3900,2021-07-04,75,146
7782,3900,2021-08-04,75,146
7783,3900,2021-09-04,75,146
7784,3900,2021-10-04,75,146
7785,3900,2021-11-04,75,146
7786,3900,2023-12-04,75,146
7787,5000,2021-07-21,75,147
7788,5000,2021-08-21,75,147
7789,5000,2021-09-21,75,147
7790,5000,2023-10-21,75,147
7791,3200,2020-07-20,75,148
7792,3200,2020-08-20,75,148
7793,3200,2020-09-20,75,148
7794,3200,2020-10-20,75,148
7795,3200,2020-11-20,75,148
7796,3200,2023-12-20,75,148
7797,7400,2023-12-10,75,149
7798,4000,2021-01-24,71,150
7799,4000,2021-02-24,71,150
7800,4000,2021-03-24,71,150
7801,4000,2021-04-24,71,150
7802,4000,2021-05-24,71,150
7803,4000,2021-06-24,71,150
7804,4000,2021-07-24,71,150
7805,4000,2021-08-24,71,150
7806,4000,2021-09-24,71,150
7807,4000,2021-10-24,71,150
7808,4000,2021-11-24,71,150
7809,4000,2023-12-24,71,150
7811,7100,2021-01-29,71,151
7812,7100,2021-02-28,71,151
7813,7100,2021-03-28,71,151
7814,7100,2021-04-28,71,151
7815,7100,2021-05-28,71,151
7816,7100,2021-06-28,71,151
7817,7100,2021-07-28,71,151
7818,7100,2021-08-28,71,151
7819,7100,2021-09-28,71,151
7820,7100,2021-10-28,71,151
7821,7100,2021-11-28,71,151
7810,7100,2023-12-28,71,151
7822,7900,2021-04-14,71,152
7823,7900,2021-05-14,71,152
7824,7900,2021-06-14,71,152
7825,7900,2021-07-14,71,152
7826,7900,2021-08-14,71,152
7827,7900,2021-09-14,71,152
7828,7900,2023-10-14,71,152
7829,7100,2021-01-17,57,153
7830,7100,2021-02-17,57,153
7831,7100,2021-03-17,57,153
7832,7100,2021-04-17,57,153
7833,7100,2021-05-17,57,153
7834,7100,2021-06-17,57,153
7835,7100,2021-07-17,57,153
7836,7100,2021-08-17,57,153
7837,7100,2021-09-17,57,153
7838,7100,2021-10-17,57,153
7839,7100,2021-11-17,57,153
7840,7100,2023-12-17,57,153
7846,4000,2020-08-25,57,154
7847,4000,2020-09-25,57,154
7848,4000,2020-10-25,57,154
7849,4000,2020-11-25,57,154
7850,4000,2020-12-25,57,154
7851,4000,2021-01-25,57,154
7852,4000,2021-02-25,57,154
7841,4000,2021-03-25,57,154
7853,4000,2021-04-25,57,154
7842,4000,2021-05-25,57,154
7854,4000,2021-06-25,57,154
7843,4000,2021-07-25,57,154
7855,4000,2021-08-25,57,154
7844,4000,2021-09-25,57,154
7856,4000,2021-10-25,57,154
7845,4000,2021-11-25,57,154
7857,4000,2023-12-25,57,154
7858,3700,2020-05-14,57,155
7859,3700,2020-06-14,57,155
7860,3700,2020-07-14,57,155
7861,3700,2023-08-14,57,155
7869,3100,2020-06-14,57,156
7870,3100,2020-07-14,57,156
7871,3100,2020-08-14,57,156
7872,3100,2020-09-14,57,156
7873,3100,2020-10-14,57,156
7862,3100,2020-11-14,57,156
7874,3100,2020-12-14,57,156
7863,3100,2021-01-14,57,156
7875,3100,2021-02-14,57,156
7864,3100,2021-03-14,57,156
7876,3100,2021-04-14,57,156
7865,3100,2021-05-14,57,156
7877,3100,2021-06-14,57,156
7866,3100,2021-07-14,57,156
7878,3100,2021-08-14,57,156
7867,3100,2021-09-14,57,156
7879,3100,2021-10-14,57,156
7868,3100,2021-11-14,57,156
7880,3100,2023-12-14,57,156
7881,4500,2021-01-09,57,157
7882,4500,2021-02-09,57,157
7883,4500,2021-03-09,57,157
7884,4500,2021-04-09,57,157
7885,4500,2021-05-09,57,157
7886,4500,2021-06-09,57,157
7887,4500,2021-07-09,57,157
7888,4500,2021-08-09,57,157
7889,4500,2021-09-09,57,157
7890,4500,2021-10-09,57,157
7891,4500,2021-11-09,57,157
7892,4500,2023-12-09,57,157
7893,3700,2021-05-17,58,158
7894,3700,2021-06-17,58,158
7895,3700,2021-07-17,58,158
7896,3700,2021-08-17,58,158
7897,3700,2021-09-17,58,158
7898,3700,2021-10-17,58,158
7899,3700,2021-11-17,58,158
7900,3700,2023-12-17,58,158
7901,3500,2021-07-02,58,159
7902,3500,2021-08-02,58,159
7903,3500,2021-09-02,58,159
7904,3500,2021-10-02,58,159
7905,3500,2021-11-02,58,159
7906,3500,2023-12-02,58,159
7907,3700,2020-05-05,58,160
7908,3700,2020-06-05,58,160
7909,3700,2020-07-05,58,160
7910,3700,2020-08-05,58,160
7911,3700,2020-09-05,58,160
7912,3700,2020-10-05,58,160
7913,3700,2020-11-05,58,160
7914,3700,2020-12-05,58,160
7915,3700,2021-01-05,58,160
7916,3700,2021-02-05,58,160
7917,3700,2021-03-05,58,160
7918,3700,2021-04-05,58,160
7919,3700,2021-05-05,58,160
7920,3700,2021-06-05,58,160
7921,3700,2021-07-05,58,160
7922,3700,2021-08-05,58,160
7923,3700,2021-09-05,58,160
7924,3700,2021-10-05,58,160
7925,3700,2021-11-05,58,160
7926,3700,2023-12-05,58,160
7927,3900,2021-08-09,20,161
7928,3900,2021-09-09,20,161
7929,3900,2021-10-09,20,161
7930,3900,2021-11-09,20,161
7931,3900,2023-12-09,20,161
7932,4000,2020-05-05,20,162
7933,4000,2020-06-05,20,162
7934,4000,2023-07-05,20,162
7935,6400,2021-05-12,14,163
7936,6400,2021-06-12,14,163
7937,6400,2021-07-12,14,163
7938,6400,2021-08-12,14,163
7939,6400,2021-09-12,14,163
7940,6400,2023-10-12,14,163
7941,7000,2021-11-19,14,164
7942,7000,2023-12-19,14,164
7943,7900,2021-06-26,14,165
7944,7900,2021-07-26,14,165
7945,7900,2021-08-26,14,165
7946,7900,2023-09-26,14,165
7947,4000,2020-11-08,14,166
7948,4000,2020-12-08,14,166
7949,4000,2021-01-08,14,166
7950,4000,2021-02-08,14,166
7951,4000,2021-03-08,14,166
7952,4000,2021-04-08,14,166
7953,4000,2021-05-08,14,166
7954,4000,2021-06-08,14,166
7955,4000,2021-07-08,14,166
7956,4000,2021-08-08,14,166
7957,4000,2021-09-08,14,166
7958,4000,2021-10-08,14,166
7959,4000,2021-11-08,14,166
7960,4000,2023-12-08,14,166
7964,3900,2020-10-21,14,167
7965,3900,2020-11-21,14,167
7966,3900,2020-12-21,14,167
7967,3900,2021-01-21,14,167
7968,3900,2021-02-21,14,167
7969,3900,2021-03-21,14,167
7970,3900,2021-04-21,14,167
7971,3900,2021-05-21,14,167
7972,3900,2021-06-21,14,167
7961,3900,2021-07-21,14,167
7973,3900,2021-08-21,14,167
7962,3900,2021-09-21,14,167
7974,3900,2021-10-21,14,167
7963,3900,2021-11-21,14,167
7975,3900,2023-12-21,14,167
7976,7100,2021-02-12,14,168
7977,7100,2021-03-12,14,168
7978,7100,2021-04-12,14,168
7979,7100,2021-05-12,14,168
7980,7100,2021-06-12,14,168
7981,7100,2021-07-12,14,168
7982,7100,2021-08-12,14,168
7983,7100,2021-09-12,14,168
7984,7100,2021-10-12,14,168
7985,7100,2021-11-12,14,168
7986,7100,2023-12-12,14,168
7987,3700,2021-08-12,14,169
7988,3700,2021-09-12,14,169
7989,3700,2021-10-12,14,169
7990,3700,2021-11-12,14,169
7991,3700,2023-12-12,14,169
7992,3200,2020-06-02,14,170
7993,3200,2020-07-02,14,170
7994,3200,2020-08-02,14,170
7995,3200,2020-09-02,14,170
7996,3200,2020-10-02,14,170
7997,3200,2020-11-02,14,170
7998,3200,2020-12-02,14,170
7999,3200,2021-01-02,14,170
8000,3200,2021-02-02,14,170
8001,3200,2021-03-02,14,170
8002,3200,2021-04-02,14,170
8003,3200,2021-05-02,14,170
8004,3200,2021-06-02,14,170
8005,3200,2021-07-02,14,170
8006,3200,2021-08-02,14,170
8007,3200,2021-09-02,14,170
8008,3200,2021-10-02,14,170
8009,3200,2021-11-02,14,170
8010,3200,2023-12-02,14,170
