pago_id,monto,fecha,id_usuario,preorden,id_proveedor,id_videojuego,subs_id
795,5000,2021-10-01,96,,,,83.0
2684,4500,2021-09-01,139,,,,281.0
6058,40500,2021-10-19,113,False,4.0,233.0,
1823,7500,2021-11-05,121,,,,195.0
1537,3000,2021-10-19,64,,,,167.0
419,5500,2021-05-10,107,,,,41.0
5468,54000,2021-11-04,19,False,6.0,8173.0,
6213,61100,2020-03-09,135,False,5.0,128.0,
2836,5000,2021-12-28,119,,,,294.0
3768,53900,2020-07-21,116,True,4.0,21.0,
3704,3300,2020-05-22,97,False,6.0,7346.0,
1204,5500,2021-05-22,81,,,,133.0
6057,52000,2020-09-26,113,False,4.0,343.0,
649,4000,2021-01-24,125,,,,67.0
5744,31050,2021-04-19,80,False,6.0,1262.0,
883,7500,2021-12-17,40,,,,91.0
483,5000,2021-06-28,146,,,,48.0
1585,3500,2021-10-11,150,,,,171.0
155,6500,2021-12-14,115,,,,14.0
1546,5500,2021-02-05,64,,,,168.0
2046,8000,2021-02-11,123,,,,216.0
308,9500,2021-04-04,97,,,,29.0
1600,9500,2020-11-04,150,,,,173.0
3872,37620,2021-11-16,146,True,5.0,127.0,
5378,44275,2020-10-28,35,True,5.0,7342.0,
2125,5000,2021-11-15,118,,,,223.0
5956,21500,2020-10-24,44,False,3.0,1352.0,
3566,8750,2020-03-29,104,False,6.0,427.0,
4515,14500,2021-02-25,74,False,4.0,565.0,
5642,14400,2020-09-15,131,False,3.0,37.0,
6067,37950,2021-02-24,113,False,2.0,501.0,
6154,19000,2021-01-08,129,False,4.0,39.0,
2053,8000,2021-09-11,123,,,,216.0
4963,19000,2021-03-20,111,False,5.0,39.0,
2295,3000,2021-04-09,136,,,,237.0
5824,11500,2020-03-14,147,False,4.0,12517.0,
6119,34500,2021-05-20,140,False,4.0,1262.0,
2975,4500,2021-10-19,46,,,,309.0
47,6500,2021-05-28,22,,,,7.0
1338,8000,2021-10-10,120,,,,143.0
1963,3000,2021-12-27,85,,,,207.0
3623,20150,2020-08-10,122,False,6.0,1331.0,
786,5000,2021-01-01,96,,,,83.0
2137,6500,2021-10-04,88,,,,224.0
4321,5600,2020-02-23,41,False,3.0,1871.0,
565,5000,2021-09-25,99,,,,54.0
624,6500,2021-08-19,125,,,,63.0
4601,29500,2021-08-28,120,False,5.0,59.0,
6265,41200,2020-11-24,95,False,1.0,113.0,
3365,3500,2020-09-16,135,,,,356.0
2064,6500,2021-03-19,123,,,,218.0
390,4000,2021-02-10,107,,,,39.0
5161,60000,2020-10-25,28,False,1.0,472.0,
2,6500,2021-07-14,102,,,,1.0
1414,5000,2021-04-19,142,,,,153.0
4033,46500,2020-10-29,96,False,5.0,7351.0,
1751,4500,2021-12-17,128,,,,186.0
1911,8000,2021-08-27,28,,,,202.0
1990,3000,2020-10-06,123,,,,213.0
4396,17500,2020-11-09,23,False,4.0,431.0,
1795,6500,2021-09-06,111,,,,191.0
5900,37620,2021-10-22,69,True,2.0,622.0,
2905,4500,2021-10-25,45,,,,303.0
3720,32450,2020-04-15,97,True,5.0,59.0,
4579,54000,2020-03-09,126,False,5.0,8173.0,
6187,49800,2020-03-09,130,False,6.0,7344.0,
1949,3000,2020-10-27,85,,,,207.0
5839,10150,2021-07-10,45,False,2.0,538.0,
3074,6500,2021-04-13,138,,,,324.0
2952,5500,2021-05-28,144,,,,308.0
650,4000,2021-02-24,125,,,,67.0
2013,5000,2021-08-26,123,,,,214.0
2331,8000,2021-06-15,136,,,,241.0
3871,47450,2021-04-02,146,False,5.0,2155.0,
499,9500,2021-10-28,146,,,,49.0
3786,54000,2021-02-24,107,False,6.0,8173.0,
2672,4000,2021-06-10,139,,,,280.0
4313,25500,2020-08-24,105,False,4.0,559.0,
4979,22200,2020-08-06,111,False,3.0,1011.0,
3284,6500,2021-04-07,130,,,,350.0
3849,55000,2020-06-18,146,False,3.0,478.0,
4565,21500,2020-04-14,126,False,4.0,1352.0,
3316,5000,2021-01-20,130,,,,352.0
5074,36500,2020-01-13,82,False,4.0,2155.0,
3067,6500,2020-09-13,138,,,,324.0
4340,20150,2021-05-22,148,False,6.0,1331.0,
2463,5500,2021-05-07,36,,,,258.0
4690,5600,2020-02-01,27,False,3.0,1871.0,
1376,4000,2021-11-24,106,,,,148.0
4945,32000,2021-02-14,128,False,1.0,16.0,
5304,23595,2020-09-11,149,True,3.0,231.0,
5056,24400,2020-08-16,82,False,5.0,71.0,
4900,46750,2020-07-10,47,False,5.0,500.0,
3695,28800,2021-01-23,97,False,3.0,1942.0,
2478,9500,2021-01-06,36,,,,259.0
2749,7000,2021-11-30,80,,,,287.0
2249,9500,2021-07-11,35,,,,234.0
3264,3000,2021-12-19,129,,,,348.0
4994,54000,2020-08-28,87,False,5.0,8173.0,
4163,52195,2020-10-02,112,True,1.0,75.0,
4740,20900,2020-02-03,124,False,3.0,247.0,
4040,2970,2021-03-23,96,False,5.0,124.0,
3351,7500,2021-08-18,135,,,,354.0
2870,4000,2020-11-07,30,,,,300.0
3248,5000,2021-03-14,129,,,,346.0
1981,5000,2021-04-15,90,,,,210.0
3311,5000,2020-08-20,130,,,,352.0
5459,18500,2021-08-26,136,False,6.0,1026.0,
3918,34500,2021-11-05,127,False,1.0,1262.0,
6321,15500,2021-09-22,76,False,6.0,974.0,
5460,49800,2021-04-05,136,False,6.0,7344.0,
1744,4500,2021-05-17,128,,,,186.0
3922,6500,2020-07-10,99,False,1.0,733.0,
870,7500,2020-11-17,40,,,,91.0
710,5500,2021-10-10,89,,,,73.0
2388,4000,2021-05-26,38,,,,250.0
5348,40150,2021-07-14,13,True,4.0,75.0,
4822,32450,2021-11-28,150,False,2.0,59.0,
5170,45980,2021-03-11,85,True,5.0,622.0,
180,5000,2021-03-09,122,,,,18.0
4817,18500,2021-01-19,150,False,2.0,1011.0,
339,8000,2021-10-27,108,,,,31.0
2913,8000,2021-07-24,69,,,,305.0
1816,7500,2021-04-05,121,,,,195.0
2302,3000,2021-11-09,136,,,,237.0
466,9500,2021-04-16,146,,,,47.0
4278,34500,2020-07-24,79,False,3.0,14593.0,
5605,46500,2020-09-03,134,False,5.0,7351.0,
3278,6500,2020-10-07,130,,,,350.0
3399,5000,2021-05-01,132,,,,359.0
254,6500,2021-05-16,109,,,,24.0
169,4000,2021-05-16,122,,,,17.0
5222,28050,2021-03-04,118,False,3.0,559.0,
4056,17545,2021-06-19,96,True,2.0,1802.0,
2111,5000,2020-09-15,118,,,,223.0
5240,71500,2020-10-18,88,False,5.0,478.0,
1894,8000,2021-01-10,28,,,,201.0
3289,6500,2021-09-07,130,,,,350.0
3041,5000,2021-10-13,98,,,,318.0
3012,6500,2021-06-09,44,,,,314.0
3488,47450,2020-04-02,102,False,1.0,75.0,
4555,27000,2020-04-08,117,False,4.0,1887.0,
6123,32850,2020-08-15,140,False,1.0,2155.0,
2127,6500,2020-12-04,88,,,,224.0
491,9500,2021-02-28,146,,,,49.0
5761,14500,2020-04-03,80,False,4.0,565.0,
4857,38500,2021-01-01,141,False,4.0,623.0,
6288,7500,2020-07-19,94,False,4.0,40.0,
1141,3500,2021-08-28,23,,,,125.0
2515,5000,2021-12-30,134,,,,263.0
872,7500,2021-01-17,40,,,,91.0
1125,9500,2021-12-08,23,,,,124.0
2546,9500,2020-11-30,134,,,,268.0
5068,14500,2020-05-10,82,False,5.0,538.0,
4256,24150,2020-10-04,79,False,2.0,1262.0,
3293,5000,2020-07-20,130,,,,351.0
1542,5500,2020-10-05,64,,,,168.0
4588,9450,2021-06-11,126,False,5.0,960.0,
2239,8500,2021-07-09,35,,,,233.0
2502,5000,2021-07-04,134,,,,262.0
2028,5000,2021-03-17,123,,,,215.0
3496,39000,2021-05-12,102,False,1.0,116.0,
1863,6500,2021-03-20,83,,,,199.0
1173,9500,2021-10-20,110,,,,129.0
3147,9500,2021-08-06,129,,,,333.0
3304,5000,2021-06-20,130,,,,351.0
540,5500,2021-04-21,99,,,,53.0
3471,4000,2021-06-16,100,,,,368.0
3734,46000,2020-08-25,108,False,2.0,7342.0,
4138,33500,2021-01-29,54,False,6.0,1029.0,
2844,3500,2021-12-04,119,,,,297.0
4017,14850,2020-08-11,89,False,1.0,231.0,
5313,18600,2020-05-04,32,False,5.0,1331.0,
3972,18500,2021-06-24,125,False,6.0,1026.0,
2992,3500,2020-09-26,46,,,,311.0
1290,6500,2021-03-05,117,,,,139.0
5432,30800,2020-04-01,136,False,2.0,623.0,
5749,27300,2020-02-21,80,False,5.0,1164.0,
1452,5500,2020-09-13,133,,,,157.0
1358,3500,2021-08-25,120,,,,146.0
807,7000,2021-04-21,40,,,,85.0
6243,33550,2021-09-23,95,True,5.0,109.0,
2037,5000,2021-12-17,123,,,,215.0
62,5000,2020-12-08,22,,,,8.0
1395,8000,2021-07-16,106,,,,150.0
1984,4500,2021-06-08,90,,,,211.0
3327,5000,2021-12-20,130,,,,352.0
4779,35695,2021-09-24,64,True,2.0,59.0,
6325,49000,2020-02-27,76,False,4.0,21.0,
1196,5000,2021-08-11,81,,,,132.0
3126,7000,2021-03-13,140,,,,331.0
4212,31050,2020-02-10,93,False,6.0,1262.0,
4595,47000,2020-01-14,126,False,6.0,358.0,
268,9500,2021-03-28,109,,,,25.0
4414,6000,2020-09-26,110,False,2.0,40.0,
1982,5000,2021-05-15,90,,,,210.0
998,8500,2021-05-30,143,,,,110.0
1079,5500,2021-01-09,148,,,,120.0
6230,46500,2020-01-21,135,False,3.0,7351.0,
3344,7500,2021-01-18,135,,,,354.0
2641,7000,2021-09-15,12,,,,277.0
2095,5000,2021-05-10,118,,,,221.0
4480,5250,2021-03-22,11,False,1.0,40.0,
197,3000,2021-04-11,122,,,,19.0
4470,57200,2020-05-05,11,False,5.0,7599.0,
5706,66000,2020-11-04,139,False,1.0,478.0,
734,5000,2021-05-18,89,,,,78.0
1543,5500,2020-11-05,64,,,,168.0
5124,21000,2021-03-11,28,False,4.0,1164.0,
4227,28050,2020-02-05,143,False,3.0,559.0,
4548,24500,2021-09-13,117,False,4.0,1266.0,
463,9500,2021-01-16,146,,,,47.0
5509,15950,2021-07-02,38,False,2.0,1802.0,
2276,6500,2020-11-18,84,,,,236.0
929,6500,2021-11-06,112,,,,99.0
5887,9600,2020-04-28,45,False,6.0,1871.0,
3706,9200,2021-01-05,97,False,6.0,12517.0,
1921,8500,2021-12-04,28,,,,203.0
4578,50700,2021-05-22,126,False,5.0,2993.0,
443,6500,2021-10-02,101,,,,45.0
6140,75075,2020-01-16,129,True,5.0,11133.0,
5127,39000,2021-07-11,28,False,4.0,2993.0,
385,4000,2020-09-10,107,,,,39.0
1679,7500,2021-04-27,47,,,,180.0
693,6500,2021-11-30,77,,,,71.0
2086,3000,2021-10-28,118,,,,219.0
1558,6500,2020-07-08,64,,,,169.0
5907,48500,2021-01-23,69,False,1.0,132.0,
745,5000,2020-11-24,96,,,,80.0
2514,5000,2021-11-30,134,,,,263.0
3831,9600,2020-03-11,101,False,6.0,1871.0,
5208,15750,2021-10-09,123,False,5.0,72.0,
2078,3000,2021-02-28,118,,,,219.0
325,6500,2021-10-24,97,,,,30.0
753,5000,2021-07-24,96,,,,80.0
1726,3000,2021-08-08,128,,,,184.0
528,7000,2021-05-03,127,,,,51.0
4654,7000,2021-07-25,142,False,1.0,38.0,
4742,19600,2021-02-12,124,False,3.0,1020.0,
498,9500,2021-09-28,146,,,,49.0
4989,25960,2020-08-19,87,True,1.0,59.0,
4566,41500,2020-06-20,126,False,4.0,6801.0,
6164,12600,2021-11-19,129,False,2.0,37.0,
4534,3300,2021-10-02,117,False,6.0,7346.0,
2199,8000,2021-09-02,13,,,,230.0
2486,9500,2021-09-06,36,,,,259.0
3816,10800,2020-05-04,101,False,2.0,537.0,
3821,44000,2020-12-22,101,False,2.0,478.0,
2099,5000,2021-09-10,118,,,,221.0
5417,9200,2021-09-19,136,False,5.0,730.0,
1025,5000,2021-11-23,79,,,,113.0
87,5000,2021-10-28,145,,,,9.0
3349,7500,2021-06-18,135,,,,354.0
2904,4500,2021-09-25,45,,,,303.0
1508,9500,2021-04-18,124,,,,164.0
3133,7000,2021-10-13,140,,,,331.0
2371,5000,2021-09-08,91,,,,247.0
638,5000,2021-09-27,125,,,,65.0
2619,6500,2021-07-10,86,,,,276.0
4961,34500,2021-10-02,111,False,4.0,501.0,
5897,56650,2020-04-25,69,True,4.0,19565.0,
3466,4000,2021-11-24,100,,,,367.0
4338,31050,2020-09-26,148,False,6.0,14593.0,
2751,9500,2020-08-16,80,,,,288.0
5927,33750,2020-07-31,46,False,2.0,533.0,
1697,4500,2021-07-06,47,,,,182.0
5620,12600,2020-07-14,134,False,3.0,960.0,
2334,8000,2021-09-15,136,,,,241.0
293,7500,2021-09-20,97,,,,28.0
1818,7500,2021-06-05,121,,,,195.0
5895,19000,2020-04-07,69,False,4.0,39.0,
4526,18500,2021-04-04,74,False,6.0,1026.0,
5659,26800,2020-08-05,86,False,2.0,73.0,
1386,8000,2020-10-16,106,,,,150.0
3239,5000,2021-11-04,129,,,,345.0
1234,3000,2021-06-16,11,,,,135.0
3505,50600,2021-06-25,102,True,6.0,7342.0,
3689,46500,2020-05-06,97,False,3.0,7351.0,
4456,37500,2021-09-03,11,False,4.0,7331.0,
5738,49800,2021-04-23,80,False,6.0,7344.0,
2075,3000,2020-11-28,118,,,,219.0
4585,29050,2020-07-18,126,False,5.0,7344.0,
5429,50600,2021-01-10,136,True,2.0,7342.0,
5835,25500,2020-10-31,147,False,4.0,3025.0,
6015,42900,2020-04-25,138,False,1.0,2993.0,
1430,8000,2021-09-30,27,,,,155.0
3654,31050,2021-11-22,9,False,6.0,1262.0,
359,8000,2021-10-31,116,,,,35.0
4620,46000,2021-01-08,120,False,2.0,7342.0,
2178,3000,2021-09-04,149,,,,227.0
5765,18150,2020-08-01,80,True,4.0,231.0,
1616,6500,2020-07-14,150,,,,174.0
478,5000,2021-01-30,146,,,,48.0
152,6500,2021-09-14,115,,,,14.0
4849,11500,2020-04-19,141,False,4.0,12517.0,
766,5500,2020-09-24,96,,,,82.0
4424,13500,2020-09-29,81,False,1.0,537.0,
1462,6500,2020-11-21,133,,,,158.0
5883,3300,2021-02-04,45,False,6.0,7346.0,
767,5500,2020-10-24,96,,,,82.0
1781,3000,2021-01-05,111,,,,190.0
5029,34500,2020-01-29,121,False,4.0,1262.0,
4720,11550,2020-09-22,133,False,1.0,960.0,
5676,24500,2020-09-23,12,False,4.0,379.0,
1049,6500,2020-12-19,79,,,,115.0
5464,47000,2020-06-18,136,False,6.0,358.0,
2396,5000,2021-10-19,38,,,,251.0
4797,38500,2021-03-27,150,True,1.0,529.0,
2572,9500,2021-06-11,131,,,,272.0
3531,6500,2020-07-02,22,False,1.0,733.0,
313,9500,2021-09-04,97,,,,29.0
2832,5000,2021-08-28,119,,,,294.0
6343,12000,2020-05-05,100,False,2.0,38.0,
2935,4000,2021-12-26,144,,,,306.0
5872,25500,2021-09-29,45,False,4.0,559.0,
3548,33750,2020-06-01,145,False,3.0,533.0,
1659,3000,2020-12-08,47,,,,179.0
4802,4400,2020-12-18,150,True,3.0,733.0,
5236,47450,2020-09-03,88,False,5.0,2155.0,
2077,3000,2021-01-28,118,,,,219.0
592,5000,2020-09-09,125,,,,60.0
1683,7500,2021-08-27,47,,,,180.0
3243,5000,2020-10-14,129,,,,346.0
5201,20000,2020-09-02,123,False,4.0,512.0,
4778,41600,2020-12-10,64,False,2.0,1942.0,
4233,34200,2020-03-08,143,False,5.0,127.0,
1369,9500,2021-08-06,120,,,,147.0
820,6500,2021-10-21,40,,,,86.0
1298,6500,2021-11-05,117,,,,139.0
2908,6500,2021-10-08,45,,,,304.0
2717,8000,2021-08-30,80,,,,284.0
6078,20405,2021-09-08,78,True,6.0,673.0,
414,5000,2021-11-05,107,,,,40.0
1841,4000,2021-06-02,82,,,,197.0
5166,20250,2021-02-25,85,False,5.0,11198.0,
1457,6500,2020-06-21,133,,,,158.0
4219,49800,2020-07-27,93,False,6.0,7344.0,
1013,5000,2021-03-13,143,,,,111.0
831,5500,2021-05-23,40,,,,87.0
2163,3500,2021-08-14,88,,,,226.0
4469,45980,2020-01-25,11,True,5.0,622.0,
4660,36450,2020-06-24,142,False,3.0,233.0,
3469,4000,2021-04-16,100,,,,368.0
2712,5000,2021-01-23,80,,,,283.0
2455,5000,2021-07-23,36,,,,257.0
5129,40500,2020-10-01,28,False,4.0,233.0,
5563,10000,2020-11-14,36,False,2.0,732.0,
4472,9200,2020-05-01,11,False,5.0,12517.0,
1325,8500,2021-02-07,126,,,,142.0
3890,47000,2021-07-07,127,False,6.0,358.0,
657,4000,2021-09-24,125,,,,67.0
1270,9500,2021-01-20,74,,,,138.0
3781,22400,2020-03-02,116,False,6.0,1942.0,
1051,6500,2021-02-19,79,,,,115.0
5930,33950,2020-12-25,46,False,2.0,132.0,
2282,6500,2021-05-18,84,,,,236.0
3201,8000,2021-10-23,129,,,,339.0
2182,6500,2021-11-14,149,,,,228.0
113,8000,2020-11-15,104,,,,11.0
3988,41650,2020-09-04,77,False,2.0,1372.0,
703,5500,2021-03-10,89,,,,73.0
2456,5000,2021-08-23,36,,,,257.0
631,7000,2021-09-18,125,,,,64.0
6203,26500,2021-10-30,135,False,1.0,673.0,
5117,45000,2020-08-15,28,False,5.0,529.0,
1676,7500,2021-01-27,47,,,,180.0
367,5500,2021-04-28,116,,,,36.0
5392,15950,2021-08-16,35,False,6.0,1802.0,
4686,19600,2020-06-13,27,False,3.0,1020.0,
4580,33550,2020-11-09,126,True,5.0,109.0,
3926,38500,2021-05-13,99,False,2.0,1985.0,
5424,66950,2020-07-26,136,False,3.0,113.0,
3091,6500,2021-11-24,113,,,,325.0
988,4000,2021-04-14,143,,,,109.0
4582,25600,2021-07-31,126,False,5.0,1942.0,
5478,52000,2021-07-04,19,False,2.0,16.0,
252,6500,2021-03-16,109,,,,24.0
6318,9200,2021-10-04,76,False,6.0,12517.0,
2826,5000,2021-09-25,10,,,,293.0
4477,68250,2021-06-03,11,False,5.0,11133.0,
3647,46800,2021-04-16,9,False,2.0,343.0,
511,5500,2021-03-23,146,,,,50.0
2562,9500,2021-12-16,131,,,,269.0
3562,50600,2020-11-06,104,True,6.0,7342.0,
276,7000,2021-06-02,97,,,,26.0
3325,5000,2021-10-20,130,,,,352.0
5572,42500,2021-11-18,36,False,4.0,500.0,
6196,12950,2021-08-08,135,False,1.0,1011.0,
3850,9750,2021-07-29,146,False,3.0,40.0,
3039,5000,2021-08-13,98,,,,318.0
3348,7500,2021-05-18,135,,,,354.0
3489,41200,2021-03-13,102,False,1.0,113.0,
1517,5500,2021-08-30,64,,,,165.0
2817,5000,2020-12-25,10,,,,293.0
3949,45450,2020-02-15,125,False,3.0,7323.0,
4284,29500,2020-05-11,79,False,4.0,19560.0,
5211,28050,2021-04-24,123,False,5.0,559.0,
1438,6500,2021-01-18,27,,,,156.0
5470,20150,2021-08-10,19,False,6.0,1331.0,
4925,54000,2021-05-12,47,False,4.0,8173.0,
3230,6500,2021-11-26,129,,,,343.0
1783,3000,2021-03-05,111,,,,190.0
3242,5000,2020-09-14,129,,,,346.0
666,5000,2021-03-28,125,,,,68.0
1725,3000,2021-07-08,128,,,,184.0
1994,3000,2021-02-06,123,,,,213.0
3391,5000,2021-07-26,95,,,,358.0
5669,66000,2020-10-08,12,True,4.0,472.0,
3643,26800,2020-06-10,9,False,2.0,73.0,
160,3000,2021-08-26,115,,,,15.0
4981,59400,2020-11-16,111,False,3.0,8173.0,
2209,9500,2021-08-22,92,,,,231.0
1598,9500,2020-09-04,150,,,,173.0
4372,30800,2021-02-03,23,False,2.0,1020.0,
3839,33500,2020-07-16,101,False,6.0,1029.0,
3024,5000,2021-07-22,44,,,,316.0
2888,6500,2020-12-13,45,,,,302.0
2008,5000,2021-03-26,123,,,,214.0
4759,34500,2021-03-22,124,False,4.0,501.0,
1732,6500,2021-11-03,128,,,,185.0
2417,5500,2021-11-22,38,,,,252.0
4532,9600,2021-08-23,117,False,6.0,1871.0,
1968,9500,2021-06-12,85,,,,208.0
3332,7000,2021-02-08,130,,,,353.0
4839,33500,2020-05-05,150,False,6.0,1029.0,
2409,5500,2021-03-22,38,,,,252.0
2719,8000,2021-10-30,80,,,,284.0
5622,51000,2020-09-21,134,False,3.0,1970.0,
686,6500,2021-12-15,77,,,,69.0
6342,44000,2020-12-21,100,False,2.0,478.0,
3916,8750,2020-02-12,127,False,1.0,1121.0,
2726,9500,2021-04-11,80,,,,285.0
1160,9500,2020-09-20,110,,,,129.0
2789,4000,2020-10-19,10,,,,291.0
2185,6500,2020-12-04,32,,,,229.0
5428,12000,2021-05-02,136,False,2.0,38.0,
4267,15950,2020-05-13,79,False,2.0,1802.0,
5344,54000,2021-04-28,13,False,4.0,8173.0,
5307,33750,2020-04-10,32,False,2.0,533.0,
1327,8500,2021-04-07,126,,,,142.0
4168,14400,2021-09-27,112,False,5.0,37.0,
5347,35000,2020-01-08,13,False,4.0,1985.0,
777,5500,2021-08-24,96,,,,82.0
2445,6500,2021-04-01,36,,,,256.0
3759,50000,2021-08-02,116,False,4.0,529.0,
2837,4000,2021-11-01,119,,,,295.0
3663,66000,2020-05-12,9,False,3.0,545.0,
497,9500,2021-08-28,146,,,,49.0
1952,3000,2021-01-27,85,,,,207.0
3069,6500,2020-11-13,138,,,,324.0
4173,19000,2021-01-25,112,False,5.0,247.0,
5104,20400,2021-01-28,83,False,2.0,3025.0,
1153,5000,2020-09-11,110,,,,127.0
5072,15500,2020-04-22,82,False,4.0,1331.0,
3707,33500,2020-03-04,97,False,6.0,1029.0,
3736,7500,2020-08-25,108,False,4.0,551.0,
94,5000,2020-12-09,145,,,,10.0
1509,9500,2021-05-18,124,,,,164.0
3710,19000,2021-08-21,97,False,2.0,39.0,
5667,19000,2020-01-28,12,False,4.0,247.0,
2785,3000,2021-12-28,80,,,,289.0
977,5000,2021-03-28,143,,,,108.0
2781,3000,2021-08-28,80,,,,289.0
4708,21000,2021-10-09,133,False,3.0,72.0,
2950,5500,2021-03-28,144,,,,308.0
5038,43120,2021-08-04,121,True,1.0,21.0,
263,9500,2020-10-29,109,,,,25.0
510,5500,2021-02-23,146,,,,50.0
5640,23595,2021-10-24,131,True,3.0,231.0,
405,5000,2021-02-05,107,,,,40.0
4815,5000,2021-06-28,150,False,5.0,43.0,
5241,25600,2020-07-16,88,False,5.0,1942.0,
2591,5000,2021-06-19,86,,,,274.0
5525,54000,2021-03-01,38,False,4.0,8173.0,
5840,26800,2021-06-20,45,False,2.0,73.0,
5947,57750,2021-08-04,46,True,4.0,11133.0,
2333,8000,2021-08-15,136,,,,241.0
5191,15950,2020-09-28,85,False,6.0,1802.0,
1819,7500,2021-07-05,121,,,,195.0
4758,14500,2020-07-17,124,False,4.0,538.0,
5964,15950,2020-07-10,44,False,6.0,1802.0,
2494,5000,2020-11-04,134,,,,262.0
579,6500,2021-01-30,99,,,,58.0
1256,6500,2021-06-04,74,,,,137.0
2711,5000,2020-12-23,80,,,,283.0
2395,4000,2021-12-26,38,,,,250.0
4,4000,2021-04-21,102,,,,2.0
2793,4000,2021-02-19,10,,,,291.0
3601,15950,2020-11-22,115,False,6.0,1802.0,
5709,21000,2020-08-01,139,False,1.0,1164.0,
4544,46000,2021-02-10,117,False,6.0,7342.0,
3739,18500,2021-03-20,108,False,4.0,1011.0,
1330,8500,2021-07-07,126,,,,142.0
2606,6500,2020-06-10,86,,,,276.0
2912,8000,2021-06-24,69,,,,305.0
3373,3500,2021-05-16,135,,,,356.0
3766,34000,2020-08-02,116,False,4.0,25076.0,
4419,37950,2021-04-16,110,False,2.0,501.0,
2024,5000,2020-11-17,123,,,,215.0
4360,55000,2021-03-20,148,True,4.0,529.0,
4948,8750,2021-04-02,128,False,1.0,1121.0,
647,4000,2020-11-24,125,,,,67.0
3887,50600,2020-11-17,127,True,6.0,7342.0,
798,5000,2021-05-09,137,,,,84.0
3848,37950,2021-09-20,146,False,3.0,1262.0,
4022,7000,2020-04-23,89,False,1.0,38.0,
3941,30000,2020-05-30,99,False,5.0,533.0,
2193,6500,2021-08-04,32,,,,229.0
5467,15500,2021-04-16,19,False,6.0,974.0,
1283,6500,2020-08-05,117,,,,139.0
2157,5000,2021-10-20,88,,,,225.0
3822,21600,2021-11-24,101,False,2.0,1887.0,
5918,17545,2020-02-02,144,True,6.0,1802.0,
3875,17550,2021-09-30,146,False,5.0,537.0,
3412,5000,2021-05-18,94,,,,362.0
869,4000,2021-10-26,40,,,,90.0
5593,8750,2020-06-13,36,False,6.0,427.0,
2270,6500,2020-05-18,84,,,,236.0
2623,6500,2021-11-10,86,,,,276.0
4932,17500,2021-01-16,47,False,4.0,431.0,
5727,30800,2021-02-20,80,False,2.0,623.0,
5103,41650,2021-11-02,83,False,2.0,1372.0,
5067,46500,2020-05-25,82,False,5.0,7351.0,
3077,6500,2020-09-24,113,,,,325.0
1623,6500,2021-02-14,150,,,,174.0
2084,3000,2021-08-28,118,,,,219.0
2736,4000,2021-04-14,80,,,,286.0
3573,20405,2020-06-20,104,True,6.0,673.0,
2827,5000,2021-10-25,10,,,,293.0
1217,5000,2021-09-02,11,,,,134.0
1478,5000,2020-09-09,133,,,,159.0
770,5500,2021-01-24,96,,,,82.0
3372,3500,2021-04-16,135,,,,356.0
3906,18000,2020-01-27,127,False,1.0,37.0,
3297,5000,2020-11-20,130,,,,351.0
3361,4500,2020-12-30,135,,,,355.0
3973,47000,2021-09-01,125,False,6.0,358.0,
6151,15500,2021-04-19,129,False,4.0,1331.0,
4422,22750,2020-12-09,81,False,1.0,72.0,
2225,5000,2021-10-15,35,,,,232.0
3820,10000,2020-02-19,101,False,2.0,732.0,
226,3500,2020-12-11,9,,,,21.0
704,5500,2021-04-10,89,,,,73.0
1029,4000,2020-08-18,79,,,,114.0
3087,6500,2021-07-24,113,,,,325.0
2000,3000,2021-08-06,123,,,,213.0
4862,39000,2021-09-13,141,False,1.0,116.0,
3447,7000,2021-09-21,76,,,,366.0
5419,60000,2020-10-16,136,False,5.0,545.0,
5106,63700,2020-06-21,83,False,2.0,21.0,
2651,4000,2020-11-17,12,,,,278.0
3699,55000,2021-03-21,97,False,3.0,478.0,
388,4000,2020-12-10,107,,,,39.0
502,5500,2020-06-23,146,,,,50.0
266,9500,2021-01-29,109,,,,25.0
4767,50600,2020-02-04,64,True,6.0,7342.0,
3832,3300,2021-03-20,101,False,6.0,7346.0,
6242,14800,2020-08-20,95,False,5.0,1011.0,
75,5000,2020-10-31,145,,,,9.0
3713,10000,2020-02-09,97,False,2.0,732.0,
2181,3000,2021-12-04,149,,,,227.0
1232,3000,2021-04-16,11,,,,135.0
1186,4000,2021-07-27,110,,,,131.0
5696,7000,2020-07-10,139,False,1.0,38.0,
3280,6500,2020-12-07,130,,,,350.0
3659,8050,2021-03-15,9,False,3.0,730.0,
5397,45450,2021-05-26,84,False,3.0,7323.0,
6047,41500,2020-11-29,113,False,1.0,7344.0,
402,5000,2020-11-05,107,,,,40.0
2538,9500,2021-06-07,134,,,,267.0
6270,51000,2020-06-28,132,False,4.0,1970.0,
3246,5000,2021-01-14,129,,,,346.0
6085,60000,2021-03-30,78,False,4.0,545.0,
1366,9500,2021-05-06,120,,,,147.0
5330,59400,2020-09-05,32,False,3.0,8173.0,
3375,3500,2021-07-16,135,,,,356.0
4745,28050,2020-01-13,124,False,3.0,559.0,
1845,4000,2021-10-02,82,,,,197.0
2938,4500,2020-10-01,144,,,,307.0
4013,66000,2021-01-05,89,False,1.0,478.0,
4572,37950,2021-02-12,126,False,2.0,501.0,
2995,3500,2020-12-26,46,,,,311.0
5476,15950,2020-04-15,19,False,6.0,1802.0,
3722,55000,2021-06-28,108,False,2.0,529.0,
